file,slide_type,slide_title,panel,tier,surface,qnum,label,stem
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,🚪 Arrival · prior lesson retrieval,arrival,Stretch,screen,,,A phase and an eclipse look related but are not the same. What must your model separate?
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,🚪 Arrival · prior lesson retrieval,,,screen,,,Point to the Full Moon picture.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,🚪 Arrival · prior lesson retrieval,,,screen,,,Point to the Sun in the model.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,🚪 Arrival · prior lesson retrieval,,,screen,,,Point to something that turns.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,🚪 Arrival · prior lesson retrieval,,,screen,,,We make the phases with a ball and a lamp. Point to the lamp.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,🚪 Arrival · prior lesson retrieval,,,screen,,,Last lesson you explained why the Moon seems to change shape. What is really changing?
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,🚪 Arrival · prior lesson retrieval,,,screen,,,Week 6: what keeps the planets travelling around the Sun?
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,🚪 Arrival · prior lesson retrieval,,,screen,,,Week 4: what does a mechanism change about a force?
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,🚪 Arrival · prior lesson retrieval,,,screen,,,Today you make the phases appear on command. What will the lamp stand for?
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,🚪 Arrival · prior lesson retrieval,,,screen,,,Last lesson: explain why the lit half of the Moon stays the same even though our view does not.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,🚪 Arrival · prior lesson retrieval,,,screen,,,Week 6: explain why an orbit needs motion and gravity acting together.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,🚪 Arrival · prior lesson retrieval,,,screen,,,Week 4: explain what a model of a mechanism can show and what it hides.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,🚪 Arrival · prior lesson retrieval,,,screen,,,A phase and an eclipse look related but are not the same. What must your model separate?
GROW__SCI_G_W7B_The_Moon_Do.html,starter,🌱 Starter · make the new idea worth knowing,,,screen,,,Predict what the observer will see when the Moon is between Earth and the Sun in our model. Commit before the light/ball moves.
GROW__SCI_G_W7B_The_Moon_Do.html,independent,✏️ Independent task · evidence of thinking,,,screen,,,Work in pairs or in a group set by your teacher. Run the torch-and-ball model. Stop at four positions. Sketch or choose what the observer sees. Then build or label a phase wheel. Mark the sunlight direction on it.
GROW__SCI_G_W7B_The_Moon_Do.html,independent,✏️ Independent task · evidence of thinking,,,screen,,,◆ Use the four-position wheel. The sunlight arrow is printed for you. Match what the observer sees. 🧰 Open scaffold An adult can hold the torch if needed. The pupil moves the Moon to each position. The pupil then chooses the matching view. Fade it: remove the first prompt that is no longer needed; do not keep a scaffold because it was used once.
GROW__SCI_G_W7B_The_Moon_Do.html,independent,✏️ Independent task · evidence of thinking,,,screen,,,▲ Build and label the wheel. Then explain why the shape we see changes. 🧰 Open scaffold Reasoning frame: light source → Moon position → visible part → phase. Work along the arrows in order. Fade it: remove the first prompt that is no longer needed; do not keep a scaffold because it was used once.
GROW__SCI_G_W7B_The_Moon_Do.html,independent,✏️ Independent task · evidence of thinking,,,screen,,,★ Compare a phase with an eclipse. Then evaluate one limit of the physical model. 🧰 Open scaffold Name one geometrical feature the model shows well. Then name one scale feature it does not show. Fade it: remove the first prompt that is no longer needed; do not keep a scaffold because it was used once.
GROW__SCI_G_W7B_The_Moon_Do.html,exit,🎫 Exit ticket · response becomes the next step,exit,Supported,screen,,,"How long does the Moon take to orbit Earth, roughly?"
GROW__SCI_G_W7B_The_Moon_Do.html,exit,🎫 Exit ticket · response becomes the next step,exit,Standard,screen,,,Use the model to explain one Moon phase.
GROW__SCI_G_W7B_The_Moon_Do.html,exit,🎫 Exit ticket · response becomes the next step,exit,Stretch,screen,,,Explain why an eclipse is different from the normal phase cycle and name one model limitation.
GROW__SCI_G_W7B_The_Moon_Do.html,exit,🎫 Exit ticket · response becomes the next step,,,screen,,,"How long does the Moon take to orbit Earth, roughly?"
GROW__SCI_G_W7B_The_Moon_Do.html,exit,🎫 Exit ticket · response becomes the next step,,,screen,,,Use the model to explain one Moon phase.
GROW__SCI_G_W7B_The_Moon_Do.html,exit,🎫 Exit ticket · response becomes the next step,,,screen,,,Explain why an eclipse is different from the normal phase cycle and name one model limitation.
GROW__SCI_G_W7B_The_Moon_Do.html,print,print pack,route,Supported,print,,,Supported independent route ◆ Use the four-position wheel. The sunlight arrow is already printed. Match what the observer sees. Scaffold Adult controls torch if needed; pupil directs Moon position and chooses the matching view.
GROW__SCI_G_W7B_The_Moon_Do.html,print,print pack,route,Standard,print,,,Standard independent route ▲ Build/label the wheel and explain why the apparent shape changes. Scaffold Reasoning frame: light source → Moon position → visible part → phase.
GROW__SCI_G_W7B_The_Moon_Do.html,print,print pack,route,Stretch,print,,,Stretch independent route ★ Add an eclipse comparison and evaluate one limitation of the physical model. Scaffold Explain which geometrical feature the model captures well and which scale feature it does not.
GROW__SCI_G_W7B_The_Moon_Do.html,print,print pack,box,,print,,,◆ Use the four-position wheel. The sunlight arrow is already printed. Match what the observer sees.
GROW__SCI_G_W7B_The_Moon_Do.html,print,print pack,box,,print,,,Adult controls torch if needed; pupil directs Moon position and chooses the matching view.
GROW__SCI_G_W7B_The_Moon_Do.html,print,print pack,box,,print,,,▲ Build/label the wheel and explain why the apparent shape changes.
GROW__SCI_G_W7B_The_Moon_Do.html,print,print pack,box,,print,,,Reasoning frame: light source → Moon position → visible part → phase.
GROW__SCI_G_W7B_The_Moon_Do.html,print,print pack,box,,print,,,★ Add an eclipse comparison and evaluate one limitation of the physical model.
GROW__SCI_G_W7B_The_Moon_Do.html,print,print pack,box,,print,,,Explain which geometrical feature the model captures well and which scale feature it does not.
GROW__SCI_G_W7B_The_Moon_Do.html,print,print pack,box,,print,,,"What this model helps us see: It lets you produce each phase on demand and see the positions that cause it. What this model does not show: It leaves out the tilt of the Moon's orbit and the real distances, which is why eclipses are rare rather than monthly."
GROW__SCI_G_W7B_The_Moon_Do.html,print,print pack,box,,print,,,WORD HELP phase — the shape of the Moon we can see eclipse — one object blocking light to another model — something built to stand for the real thing
GROW__SCI_G_W7B_The_Moon_Do.html,print,print pack,box,,print,,,ONE closure line after an adult has genuinely received the response and given one next step: Next I will ____________________________________________________________
GROW__SCI_G_W7B_The_Moon_Do.html,print,print pack,box,,print,,,"GROW written close — the pupil writes this line: “What I said, and what it changed:” ________________________________________________________________ ________________________________________________________________"
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,arrival,Supported,screen,,,Point to something in this room you would need to look at very closely to see properly.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,arrival,Supported,screen,,,"Say or point: does a magnifying glass make things bigger, or clearer?"
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,arrival,Supported,screen,,,Show with your hands how close you would hold something small to see it.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,arrival,Supported,screen,,,Look at the microscope. Point to the eyepiece — the part you look through.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,arrival,Standard,screen,,,Name one thing too small to see clearly with just your eyes.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,arrival,Standard,screen,,,A magnifying glass makes things look bigger. Does bigger always mean you can see more detail?
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,arrival,Standard,screen,,,Why do things look blurred when you bring them too close to your eyes?
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,arrival,Standard,screen,,,"A microscope has two lenses, not one. Why do you think it needs both?"
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,arrival,Stretch,screen,,,Name something scientists need to see that no eye could ever resolve unaided.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,arrival,Stretch,screen,,,Zooming a phone photo makes it bigger but not clearer. Say what that tells you about size and detail.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,arrival,Stretch,screen,,,Your eye has a limit on the fine detail it can separate. What would you need to get past it?
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,arrival,Stretch,screen,,,"A microscope multiplies the eyepiece by the objective. Predict what that does to the image, and what it cannot fix."
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,,,screen,,,Point to something in this room you would need to look at very closely to see properly.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,,,screen,,,"Say or point: does a magnifying glass make things bigger, or clearer?"
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,,,screen,,,Show with your hands how close you would hold something small to see it.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,,,screen,,,Look at the microscope. Point to the eyepiece — the part you look through.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,,,screen,,,Name one thing too small to see clearly with just your eyes.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,,,screen,,,A magnifying glass makes things look bigger. Does bigger always mean you can see more detail?
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,,,screen,,,Why do things look blurred when you bring them too close to your eyes?
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,,,screen,,,"A microscope has two lenses, not one. Why do you think it needs both?"
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,,,screen,,,Name something scientists need to see that no eye could ever resolve unaided.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,,,screen,,,Zooming a phone photo makes it bigger but not clearer. Say what that tells you about size and detail.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,,,screen,,,Your eye has a limit on the fine detail it can separate. What would you need to get past it?
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,🚪 Arrival · what you already know,,,screen,,,"A microscope multiplies the eyepiece by the objective. Predict what that does to the image, and what it cannot fix."
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,starter,🌱 Starter · observe / predict,,,screen,,,"Two cell images are equally large, but only one is sharp. Which gives more scientific information — and why?"
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,independent,✏️ Independent · evidence & transfer,,,screen,,,Use a prepared microscope image. Or a real microscope. Find the eyepiece power. Find the objective power. Times the two. That is the total magnification. Write it down. Now look at one cell. Add a note. Is it bigger? Is it clearer? Say which.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,independent,✏️ Independent · evidence & transfer,,,screen,,,◆ Label the microscope. Then match BIGGER / CLEARER. 🧰 Scaffold magnification = BIGGER. resolution = CLEARER DETAIL. Use both. Fade: remove the first prompt that no longer changes success.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,independent,✏️ Independent · evidence & transfer,,,screen,,,▲ Label the parts. Try three lens pairs. Work each one out. Then annotate one cell. 🧰 Scaffold total magnification = eyepiece × objective. Times the two. Fade: remove the first prompt that no longer changes success.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,independent,✏️ Independent · evidence & transfer,,,screen,,,★ Compare light and electron microscopes. Which gives more magnification? Which gives more resolution? 🧰 Scaffold Use real science words. Not the phone-zoom idea. Fade: remove the first prompt that no longer changes success.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,exit,🎫 Exit · receive and use the response,exit,Supported,screen,,,Name the lens you look through.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,exit,🎫 Exit · receive and use the response,exit,Standard,screen,,,State the difference between magnification and resolution.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,exit,🎫 Exit · receive and use the response,exit,Stretch,screen,,,Increasing magnification does not always reveal more detail. Explain why.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,exit,🎫 Exit · receive and use the response,,,screen,,,Name the lens you look through.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,exit,🎫 Exit · receive and use the response,,,screen,,,State the difference between magnification and resolution.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,exit,🎫 Exit · receive and use the response,,,screen,,,Increasing magnification does not always reveal more detail. Explain why.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,route,Supported,print,,,◆ Label the microscope and match BIGGER / CLEARER.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,route,Standard,print,,,"▲ Label, calculate three lens combinations and annotate a cell observation."
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,route,Stretch,print,,,★ Compare light/electron microscopy in terms of magnification and resolution.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,Name: _______________________________ Date: ______________________
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,"New to this class, or not sure? Everything you need is in the Arrival box below — read it, then answer."
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,Learning objective: I can distinguish magnification from resolution and explain how a light microscope produces a useful cell image.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,Arrival — what you already know: Weeks 1 and 2 were baseline. There is no previous lesson to recall — this is where the teaching starts.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,R1 · What you already know: Name one thing too small to see clearly with just your eyes.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,R2 · What you already know: A magnifying glass makes things look bigger. Does bigger always mean you can see more detail?
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,R3 · What you already know: Why do things look blurred when you bring them too close to your eyes?
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,"Lead-in · Into today: A microscope has two lenses, not one. Why do you think it needs both?"
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,◆ Label the microscope and match BIGGER / CLEARER.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,"▲ Label, calculate three lens combinations and annotate a cell observation."
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,★ Compare light/electron microscopy in terms of magnification and resolution.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,Labelled observation/drawing + total magnification + pupil explanation of magnification versus resolution.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,Supported: Name the lens you look through.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,Standard: State the difference between magnification and resolution.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,Stretch: Increasing magnification does not always reveal more detail. Explain why.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,Adult genuinely receives the response. No signature/initial is required.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,"Closing the loop: this one ends on paper — your own hand, or your words scribed by an adult. Saying it aloud starts the loop; writing it is what closes it. Pass is always allowed."
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,"What I said, and what it changed:"
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,"Pearson Edexcel GCSE (9–1) Biology 1BI0 (Foundation, grades 1–5); GCSE Combined Science 1SC0 F where appropriate; AQA UAS science units Records what was observed, and at which level of independence."
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,Observed in this lesson
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,☐ Named the eyepiece and objective lenses.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,☐ Distinguished magnification from resolution.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,☐ Produced a labelled drawing with the magnification recorded.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,Assessor comment
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,Ring the tier the pupil actually worked at
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,print pack,box,,print,,,Assessor name ______________ Role ____________ Signature ______________ Date ________
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,arrival,Supported,screen,,,Point to the eyepiece on the microscope diagram.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,arrival,Supported,screen,,,Which is longer: 1 millimetre or 1 centimetre? Point to the longer one.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,arrival,Supported,screen,,,"Say or point: if something is 10 times bigger, is it larger or smaller?"
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,arrival,Supported,screen,,,Look at the drawing and the real cell. Point to the bigger one.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,arrival,Standard,screen,,,Last lesson you separated magnification from resolution. Say what each one means.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,arrival,Standard,screen,,,How many millimetres are there in one centimetre?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,arrival,Standard,screen,,,"If a picture is 10 times bigger than the real object, how do you get back to the real size?"
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,arrival,Standard,screen,,,A drawn cell is far bigger than the real one. How could we work out how much bigger?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,arrival,Stretch,screen,,,Last lesson: a bigger image is not automatically more useful. Explain why.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,arrival,Stretch,screen,,,Why does a calculation go wrong if two measurements are in different units?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,arrival,Stretch,screen,,,"Name the operation that undoes multiplying, and say when you would need it here."
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,arrival,Stretch,screen,,,You have a drawing and the real size. Predict which calculation gives magnification.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,,,screen,,,Point to the eyepiece on the microscope diagram.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,,,screen,,,Which is longer: 1 millimetre or 1 centimetre? Point to the longer one.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,,,screen,,,"Say or point: if something is 10 times bigger, is it larger or smaller?"
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,,,screen,,,Look at the drawing and the real cell. Point to the bigger one.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,,,screen,,,Last lesson you separated magnification from resolution. Say what each one means.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,,,screen,,,How many millimetres are there in one centimetre?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,,,screen,,,"If a picture is 10 times bigger than the real object, how do you get back to the real size?"
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,,,screen,,,A drawn cell is far bigger than the real one. How could we work out how much bigger?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,,,screen,,,Last lesson: a bigger image is not automatically more useful. Explain why.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,,,screen,,,Why does a calculation go wrong if two measurements are in different units?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,,,screen,,,"Name the operation that undoes multiplying, and say when you would need it here."
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,🚪 Arrival · previous learning,,,screen,,,You have a drawing and the real size. Predict which calculation gives magnification.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,starter,🌱 Starter · observe / predict,,,screen,,,A cell image is 40 mm across but the real cell is 0.10 mm. How can one number describe how much bigger the image is?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,independent,✏️ Independent · evidence & transfer,,,screen,,,Work through the mixed magnification problems. Some ask for actual size. Some ask for image size. Use the calculation lab. Then pick one answer. Explain your conversion. Or how you rearranged.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,independent,✏️ Independent · evidence & transfer,,,screen,,,◆ Do six calculations. Keep the equation visible. Keep the conversion ladder visible. 🧰 Scaffold Keep the formula in view. Keep the mm↔µm ladder too. Fade: remove the first prompt that no longer changes success.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,independent,✏️ Independent · evidence & transfer,,,screen,,,▲ Do eight mixed calculations. Some need a conversion. Some need rearranging. 🧰 Scaffold Find the unknown. Highlight it. Then rearrange. Fade: remove the first prompt that no longer changes success.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,independent,✏️ Independent · evidence & transfer,,,screen,,,★ Do the mixed calculations. Add a small lens/image data table. 🧰 Scaffold Check it looks right. An enlarged image is bigger. Magnification is usually > ×1. Fade: remove the first prompt that no longer changes success.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,exit,🎫 Exit · receive and use the response,exit,Supported,screen,,,Does magnification have a unit?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,exit,🎫 Exit · receive and use the response,exit,Standard,screen,,,Rearrange the equation for actual size.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,exit,🎫 Exit · receive and use the response,exit,Stretch,screen,,,Explain why mixed mm/µm units must be converted first.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,exit,🎫 Exit · receive and use the response,,,screen,,,Does magnification have a unit?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,exit,🎫 Exit · receive and use the response,,,screen,,,Rearrange the equation for actual size.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,exit,🎫 Exit · receive and use the response,,,screen,,,Explain why mixed mm/µm units must be converted first.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,route,Supported,print,,,◆ Six calculations with equation/conversion ladder visible.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,route,Standard,print,,,▲ Eight mixed calculations including conversions and rearrangement.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,route,Stretch,print,,,★ Mixed calculations plus a small lens/image data table.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,Name: _______________________________ Date: ______________________
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,"Not here last lesson? Everything you need is in the Retrieval box below — read it, then answer."
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,"Learning objective: I can calculate magnification, image size and actual size using consistent units."
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,Retrieval: W3L1 magnification/resolution and lens combinations. Total magnification = eyepiece × objective.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,R1 · Last lesson: Last lesson you separated magnification from resolution. Say what each one means.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,R2 · What you already know: How many millimetres are there in one centimetre?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,"R3 · What you already know: If a picture is 10 times bigger than the real object, how do you get back to the real size?"
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,Lead-in · Into today: A drawn cell is far bigger than the real one. How could we work out how much bigger?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,◆ Six calculations with equation/conversion ladder visible.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,▲ Eight mixed calculations including conversions and rearrangement.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,★ Mixed calculations plus a small lens/image data table.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,GCSE-style four-line workings + correct unit handling + one explained correction.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,Supported: Does magnification have a unit?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,Standard: Rearrange the equation for actual size.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,Stretch: Explain why mixed mm/µm units must be converted first.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,Adult genuinely receives the response. No signature/initial is required.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,"Closing the loop: this one ends on paper — your own hand, or your words scribed by an adult. Saying it aloud starts the loop; writing it is what closes it. Pass is always allowed."
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,"What I said, and what it changed:"
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,"Pearson Edexcel GCSE (9–1) Biology 1BI0 (Foundation, grades 1–5); GCSE Combined Science 1SC0 F where appropriate; AQA UAS science units Records what was observed, and at which level of independence."
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,Observed in this lesson
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,☐ Stated and rearranged the magnification equation.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,☐ Converted correctly between mm and µm.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,☐ Calculated total magnification from two lenses.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,Assessor comment
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,Ring the tier the pupil actually worked at
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,print pack,box,,print,,,Assessor name ______________ Role ____________ Signature ______________ Date ________
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,arrival,🚪 Arrival · previous learning,arrival,Supported,screen,,,Point to the magnification formula on the card.
