file,slide,tier,surface,fk,words,stem
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,print,,print,11.7,12,Compare two possible models and decide which better answers today’s scientific question.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,print,,print,9.4,47,What this model helps us see: It shows the order of the planets and the direction they travel around the Sun. What this model does not show: It leaves
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,print,,print,11.5,24,WORD HELP model — something built to stand for the real thing orbit — the path one object takes around another represent — stand for something real
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,print,,print,9.2,19,ONE closure line after an adult has genuinely received the response and given one next step: Next I will _____________________________________________
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,print,,print,3.6,15,"GROW written close — the pupil writes this line: “What I said, and what it changed:” ________________________________________________________________ "
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Supported,screen,3.7,10,Point to the part of your model that was accurate.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Supported,screen,0.5,6,Point to Earth in the picture.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Supported,screen,0.1,10,Say the one thing we change in a fair test.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Supported,screen,0.5,10,Look at the Moon pictures. Point to the fullest one.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Standard,screen,2.5,20,Last lesson you built a Solar System model. Name one thing it showed well and one it could not show.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Standard,screen,3.7,11,Week 6: what holds the planets on their orbits around the Sun?
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Standard,screen,6.4,6,Week 5: why do we repeat measurements?
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Standard,screen,2.3,14,The Moon looks a different shape each week. Does the Moon itself really change?
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Stretch,screen,5.9,14,Last lesson: explain how you decided what your model was allowed to get wrong.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Stretch,screen,10.7,10,Week 6: explain how movement and gravity together produce an orbit.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Stretch,screen,5.8,12,Week 5: explain how you would check an observation you could not repeat.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Stretch,screen,1.5,14,The Sun always lights half the Moon. So why do we see different shapes?
GROW__SCI_G_W7A_The_Moon_Explore.html,exit,Supported,screen,2.3,8,Does the Moon make its own visible light?
GROW__SCI_G_W7A_The_Moon_Explore.html,exit,Standard,screen,3.7,11,Explain why the Moon appears to change shape during the month.
GROW__SCI_G_W7A_The_Moon_Explore.html,exit,Stretch,screen,3.7,10,Explain why normal phases are not caused by Earth’s shadow.
GROW__SCI_G_W7A_The_Moon_Explore.html,print,Supported,print,5.3,47,Supported independent route ◆ Match four labelled phases to positions and follow a printed sunlight arrow. Scaffold Use only NEW · QUARTER · FULL · QU
GROW__SCI_G_W7A_The_Moon_Explore.html,print,Standard,print,4.9,28,Standard independent route ▲ Sequence phases and explain one using reflected-light language. Scaffold Stem: ‘The Moon looks ___ because we can see ___
GROW__SCI_G_W7A_The_Moon_Explore.html,print,Stretch,print,12.7,30,Stretch independent route ★ Explain why an eclipse is not part of the normal phase cycle and critique one model limitation. Scaffold Use observer/view
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,6.8,12,◆ Match four labelled phases to positions and follow a printed sunlight arrow.
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,2.9,31,Use only NEW · QUARTER · FULL · QUARTER first; add crescents after the core idea is secure. Stem: ‘The Moon looks ___ because we can see ___ of the ha
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,9.7,8,▲ Sequence phases and explain one using reflected-light language.
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,-0.7,16,Stem: ‘The Moon looks ___ because we can see ___ of the half lit by the Sun.’
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,9.8,17,★ Explain why an eclipse is not part of the normal phase cycle and critique one model limitation.
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,16.8,9,Use observer/viewing-angle language and explicitly compare eclipse geometry.
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,7.7,49,What this model helps us see: It shows that the lit half always faces the Sun while the part we can see changes. What this model does not show: It lea
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,9.8,23,WORD HELP phase — the shape of the Moon we can see orbit — the path one object takes around another observer — the person looking
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,9.2,19,ONE closure line after an adult has genuinely received the response and given one next step: Next I will _____________________________________________
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,3.6,15,"GROW written close — the pupil writes this line: “What I said, and what it changed:” ________________________________________________________________ "
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Supported,screen,0.5,6,Point to the Full Moon picture.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Supported,screen,0.6,7,Point to the Sun in the model.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Supported,screen,2.9,5,Point to something that turns.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Supported,screen,-1.1,14,We make the phases with a ball and a lamp. Point to the lamp.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Standard,screen,2.3,15,Last lesson you explained why the Moon seems to change shape. What is really changing?
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Standard,screen,5.0,9,Week 6: what keeps the planets travelling around the Sun?
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Standard,screen,3.7,9,Week 4: what does a mechanism change about a force?
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Standard,screen,1.5,14,Today you make the phases appear on command. What will the lamp stand for?
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Stretch,screen,5.5,19,Last lesson: explain why the lit half of the Moon stays the same even though our view does not.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Stretch,screen,9.1,11,Week 6: explain why an orbit needs motion and gravity acting together.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Stretch,screen,5.0,14,Week 4: explain what a model of a mechanism can show and what it hides.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Stretch,screen,3.0,17,A phase and an eclipse look related but are not the same. What must your model separate?
GROW__SCI_G_W7B_The_Moon_Do.html,exit,Supported,screen,2.5,10,"How long does the Moon take to orbit Earth, roughly?"
GROW__SCI_G_W7B_The_Moon_Do.html,exit,Standard,screen,2.3,8,Use the model to explain one Moon phase.
GROW__SCI_G_W7B_The_Moon_Do.html,exit,Stretch,screen,9.8,16,Explain why an eclipse is different from the normal phase cycle and name one model limitation.
GROW__SCI_G_W7B_The_Moon_Do.html,print,Supported,print,6.9,33,Supported independent route ◆ Use the four-position wheel. The sunlight arrow is already printed. Match what the observer sees. Scaffold Adult control
GROW__SCI_G_W7B_The_Moon_Do.html,print,Standard,print,8.3,24,Standard independent route ▲ Build/label the wheel and explain why the apparent shape changes. Scaffold Reasoning frame: light source → Moon position 
GROW__SCI_G_W7B_The_Moon_Do.html,print,Stretch,print,11.8,31,Stretch independent route ★ Add an eclipse comparison and evaluate one limitation of the physical model. Scaffold Explain which geometrical feature th
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,5.2,15,◆ Use the four-position wheel. The sunlight arrow is already printed. Match what the observer sees.
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,7.6,14,Adult controls torch if needed; pupil directs Moon position and chooses the matching view.
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,4.8,11,▲ Build/label the wheel and explain why the apparent shape changes.
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,7.6,9,Reasoning frame: light source → Moon position → visible part → phase.
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,12.7,12,★ Add an eclipse comparison and evaluate one limitation of the physical model.
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,9.1,15,Explain which geometrical feature the model captures well and which scale feature it does not.
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,8.4,49,What this model helps us see: It lets you produce each phase on demand and see the positions that cause it. What this model does not show: It leaves o
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,10.2,27,WORD HELP phase — the shape of the Moon we can see eclipse — one object blocking light to another model — something built to stand for the real thing
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,9.2,19,ONE closure line after an adult has genuinely received the response and given one next step: Next I will _____________________________________________
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,3.6,15,"GROW written close — the pupil writes this line: “What I said, and what it changed:” ________________________________________________________________ "
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,Supported,screen,7.7,17,Point to something in this room you would need to look at very closely to see properly.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,Supported,screen,4.8,12,"Say or point: does a magnifying glass make things bigger, or clearer?"
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,Supported,screen,3.4,14,Show with your hands how close you would hold something small to see it.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,Supported,screen,2.4,13,Look at the microscope. Point to the eyepiece — the part you look through.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,Standard,screen,2.9,12,Name one thing too small to see clearly with just your eyes.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,Standard,screen,3.8,16,A magnifying glass makes things look bigger. Does bigger always mean you can see more detail?
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,Standard,screen,2.5,14,Why do things look blurred when you bring them too close to your eyes?
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,Standard,screen,0.6,14,"A microscope has two lenses, not one. Why do you think it needs both?"
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,Stretch,screen,6.7,13,Name something scientists need to see that no eye could ever resolve unaided.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,Stretch,screen,3.6,19,Zooming a phone photo makes it bigger but not clearer. Say what that tells you about size and detail.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,Stretch,screen,2.5,20,Your eye has a limit on the fine detail it can separate. What would you need to get past it?
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,arrival,Stretch,screen,6.6,20,"A microscope multiplies the eyepiece by the objective. Predict what that does to the image, and what it cannot fix."
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,starter,,screen,5.6,18,"Two cell images are equally large, but only one is sharp. Which gives more scientific information — and why?"
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,independent,,screen,2.7,44,Use a prepared microscope image. Or a real microscope. Find the eyepiece power. Find the objective power. Times the two. That is the total magnificati
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,independent,,screen,6.8,25,◆ Label the microscope. Then match BIGGER / CLEARER. 🧰 Scaffold magnification = BIGGER. resolution = CLEARER DETAIL. Use both. Fade: remove the first 
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,independent,,screen,3.8,33,▲ Label the parts. Try three lens pairs. Work each one out. Then annotate one cell. 🧰 Scaffold total magnification = eyepiece × objective. Times the t
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,independent,,screen,5.3,32,★ Compare light and electron microscopes. Which gives more magnification? Which gives more resolution? 🧰 Scaffold Use real science words. Not the phon
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,exit,Supported,screen,-1.4,6,Name the lens you look through.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,exit,Standard,screen,15.8,7,State the difference between magnification and resolution.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,exit,Stretch,screen,10.0,10,Increasing magnification does not always reveal more detail. Explain why.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,Supported,print,7.4,7,◆ Label the microscope and match BIGGER / CLEARER.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,Standard,print,13.1,10,"▲ Label, calculate three lens combinations and annotate a cell observation."
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,Stretch,print,15.4,10,★ Compare light/electron microscopy in terms of magnification and resolution.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,-3.0,2,Name: _______________________________ Date: ______________________
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,3.0,19,"New to this class, or not sure? Everything you need is in the box above — read it, then answer."
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,15.4,19,Learning objective: I can distinguish magnification from resolution and explain how a light microscope produces a useful cell image.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,6.4,22,Arrival — what you already know: Weeks 1 and 2 were baseline. There is no previous lesson to recall — this is where the teaching starts.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,5.6,17,R1 · What you already know: Name one thing too small to see clearly with just your eyes.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,4.8,21,R2 · What you already know: A magnifying glass makes things look bigger. Does bigger always mean you can see more detail?
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,5.5,19,R3 · What you already know: Why do things look blurred when you bring them too close to your eyes?
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,3.0,17,"Lead-in · Into today: A microscope has two lenses, not one. Why do you think it needs both?"
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,7.4,7,◆ Label the microscope and match BIGGER / CLEARER.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,13.1,10,"▲ Label, calculate three lens combinations and annotate a cell observation."
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,15.4,10,★ Compare light/electron microscopy in terms of magnification and resolution.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,24.1,11,Labelled observation/drawing + total magnification + pupil explanation of magnification versus resolution.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,0.6,7,Supported: Name the lens you look through.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,15.6,8,Standard: State the difference between magnification and resolution.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,9.1,11,Stretch: Increasing magnification does not always reveal more detail. Explain why.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,11.1,10,Adult genuinely receives the response. No signature/initial is required.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,3.4,34,"Closing the loop: this one ends on paper — your own hand, or your words scribed by an adult. Saying it aloud starts the loop; writing it is what close"
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,-1.1,7,"What I said, and what it changed:"
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,14.3,28,"Pearson Edexcel GCSE (9–1) Biology 1BI0 (Foundation, grades 1–5); GCSE Combined Science 1SC0 F where appropriate; AQA UAS science units Records what w"
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,6.4,6,☐ Named the eyepiece and objective lenses.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,24.3,4,☐ Distinguished magnification from resolution.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,11.1,8,☐ Produced a labelled drawing with the magnification recorded.
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,3.8,8,Ring the tier the pupil actually worked at
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,print,,print,10.0,5,Assessor name ______________ Role ____________ Signature ______________ Date ________
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Supported,screen,6.7,8,Point to the eyepiece on the microscope diagram.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Supported,screen,4.8,11,Which is longer: 1 millimetre or 1 centimetre? Point to the longer one.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Supported,screen,5.8,13,"Say or point: if something is 10 times bigger, is it larger or smaller?"
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Supported,screen,0.6,13,Look at the drawing and the real cell. Point to the bigger one.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Standard,screen,8.4,12,Last lesson you separated magnification from resolution. Say what each one means.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Standard,screen,6.7,8,How many millimetres are there in one centimetre?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Standard,screen,5.5,19,"If a picture is 10 times bigger than the real object, how do you get back to the real size?"
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Standard,screen,1.0,18,A drawn cell is far bigger than the real one. How could we work out how much bigger?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Stretch,screen,9.4,12,Last lesson: a bigger image is not automatically more useful. Explain why.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Stretch,screen,9.4,13,Why does a calculation go wrong if two measurements are in different units?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Stretch,screen,6.7,14,"Name the operation that undoes multiplying, and say when you would need it here."
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Stretch,screen,6.9,13,You have a drawing and the real size. Predict which calculation gives magnification.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,starter,,screen,2.3,23,A cell image is 40 mm across but the real cell is 0.10 mm. How can one number describe how much bigger the image is?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,independent,,screen,3.6,31,Work through the mixed magnification problems. Some ask for actual size. Some ask for image size. Use the calculation lab. Then pick one answer. Expla
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,independent,,screen,5.0,34,◆ Do six calculations. Keep the equation visible. Keep the conversion ladder visible. 🧰 Scaffold Keep the formula in view. Keep the mm↔µm ladder too. 
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,independent,,screen,3.5,29,▲ Do eight mixed calculations. Some need a conversion. Some need rearranging. 🧰 Scaffold Find the unknown. Highlight it. Then rearrange. Fade: remove 
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,independent,,screen,5.0,34,★ Do the mixed calculations. Add a small lens/image data table. 🧰 Scaffold Check it looks right. An enlarged image is bigger. Magnification is usually
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,exit,Supported,screen,10.0,5,Does magnification have a unit?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,exit,Standard,screen,6.4,6,Rearrange the equation for actual size.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,exit,Stretch,screen,3.7,10,Explain why mixed mm/µm units must be converted first.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,Supported,print,15.8,7,◆ Six calculations with equation/conversion ladder visible.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,Standard,print,15.8,7,▲ Eight mixed calculations including conversions and rearrangement.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,Stretch,print,7.6,9,★ Mixed calculations plus a small lens/image data table.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,-3.0,2,Name: _______________________________ Date: ______________________
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,3.8,16,"Not here last lesson? Everything you need is in the box above — read it, then answer."
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,14.3,14,"Learning objective: I can calculate magnification, image size and actual size using consistent units."
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,19.2,12,Retrieval: W3L1 magnification/resolution and lens combinations. Total magnification = eyepiece × objective.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,7.8,15,R1 · Last lesson: Last lesson you separated magnification from resolution. Say what each one means.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,7.6,13,R2 · What you already know: How many millimetres are there in one centimetre?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,8.0,24,"R3 · What you already know: If a picture is 10 times bigger than the real object, how do you get back to the real size?"
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,3.1,21,Lead-in · Into today: A drawn cell is far bigger than the real one. How could we work out how much bigger?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,15.8,7,◆ Six calculations with equation/conversion ladder visible.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,15.8,7,▲ Eight mixed calculations including conversions and rearrangement.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,7.6,9,★ Mixed calculations plus a small lens/image data table.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,12.8,9,GCSE-style four-line workings + correct unit handling + one explained correction.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,10.4,6,Supported: Does magnification have a unit?
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,7.4,7,Standard: Rearrange the equation for actual size.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,3.7,11,Stretch: Explain why mixed mm/µm units must be converted first.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,11.1,10,Adult genuinely receives the response. No signature/initial is required.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,3.4,34,"Closing the loop: this one ends on paper — your own hand, or your words scribed by an adult. Saying it aloud starts the loop; writing it is what close"
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,-1.1,7,"What I said, and what it changed:"
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,14.3,28,"Pearson Edexcel GCSE (9–1) Biology 1BI0 (Foundation, grades 1–5); GCSE Combined Science 1SC0 F where appropriate; AQA UAS science units Records what w"
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,12.3,6,☐ Stated and rearranged the magnification equation.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,6.4,6,☐ Converted correctly between mm and µm.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,12.3,6,☐ Calculated total magnification from two lenses.
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,3.8,8,Ring the tier the pupil actually worked at
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,10.0,5,Assessor name ______________ Role ____________ Signature ______________ Date ________
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Supported,screen,8.2,8,Point to the magnification formula on the card.
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Supported,screen,-1.4,6,Say which lens you look through.
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Supported,screen,3.8,8,Point to the millimetre marks on a ruler.
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Supported,screen,1.5,13,You will solve problems on your own today. Point to the first question.
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Standard,screen,6.9,11,Last lesson you calculated magnification. Say what you divide by what.
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Standard,screen,14.1,8,What is the difference between magnification and resolution?
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Standard,screen,6.7,8,How many micrometres are there in one millimetre?
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Standard,screen,5.7,14,Today you work independently. What would make your method clear to someone reading it?
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Stretch,screen,5.9,11,Last lesson: explain why the units must match before you divide.
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Stretch,screen,9.4,12,"Past a microscope's resolution, more magnification adds no new detail. Explain why."
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Stretch,screen,8.8,12,Explain why cell sizes are usually quoted in micrometres rather than millimetres.
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Stretch,screen,4.3,18,An answer with the right number but no method loses more than marks. Say what it loses scientifically.
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,starter,,screen,5.5,19,An exam answer says ‘400 mm’ for magnification. The arithmetic is correct. Why can the answer still lose the mark?
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,independent,,screen,1.2,34,Do a short set of mixed exam questions. One uses a measured image. Now check one answer. Check it yourself. Make one clear correction. Show it to an a
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,independent,,screen,5.0,26,◆ Do five questions. Use the formula prompts. Use the conversion prompts. 🧰 Scaffold Equation → units → substitute → answer. Fade: remove the first pr
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,independent,,screen,3.9,28,▲ Do seven mixed questions. One is a measured-image task. 🧰 Scaffold Check the command word. Then highlight the data. Fade: remove the first prompt th
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,independent,,screen,3.7,34,★ Do seven questions. Some use a new context. Find your errors. Then explain them. 🧰 Scaffold Use estimation where it helps. Use significant figures t
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,exit,Supported,screen,5.7,7,What is the first check before calculating?
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,exit,Standard,screen,0.5,6,Why is ×400 correct but 400 mm not?
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,exit,Stretch,screen,5.9,11,How can you check if a calculated actual size is plausible?
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,print,Supported,print,7.4,7,◆ Five questions with formula and conversion prompts.
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,print,Standard,print,14.3,6,▲ Seven mixed questions including measured-image task.
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,print,Stretch,print,14.1,8,★ Seven questions plus unfamiliar context and error analysis.
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,-3.0,2,Name: _______________________________ Date: ______________________
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,3.8,16,"Not here last lesson? Everything you need is in the box above — read it, then answer."
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,15.0,16,Learning objective: I can independently solve and check GCSE magnification problems and communicate my method clearly.
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,13.3,12,"Retrieval: W3L2 equation, rearrangement and conversions. Magnification = image size ÷ actual size."
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,6.5,14,R1 · Last lesson: Last lesson you calculated magnification. Say what you divide by what.
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,12.3,11,R2 · Week 3 · lesson 1: What is the difference between magnification and resolution?
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,7.8,12,R3 · Week 3 again — declared: How many micrometres are there in one millimetre?
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,7.2,17,Lead-in · Into today: Today you work independently. What would make your method clear to someone reading it?
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,7.4,7,◆ Five questions with formula and conversion prompts.
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,14.3,6,▲ Seven mixed questions including measured-image task.
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,14.1,8,★ Seven questions plus unfamiliar context and error analysis.
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,22.5,7,Independent set + visible correction/re-attempt + adult-received explanation.
