file,check,found,context
LAUNCH__SCI_L_W5L2_Osmosis_Core_Practical_Explore.html,no-qmark-on-wh,'Do not privately teach a second explana,s watch the reasoning process; you watch access and whether it lands. Do not privately teach a second explanation over the teacher. Flag a shared misconception. 🤝 We Do · hinge & response Wait time is the first intervention. Every
LAUNCH__SCI_L_W5L2_Osmosis_Core_Practical_Explore.html,no-qmark-on-wh,'Do not treat a widget result as learnin,"the pupil drive variables, measurements or choices wherever possible. Do not treat a widget result as learning by itself. Ask for the pattern/explanation and adapt the next question. It gains mass It stays the same It loses mass 0 1 ✏️ Independent · evi"
LAUNCH__SCI_L_W5L2_Osmosis_Core_Practical_Explore.html,no-qmark-on-wh,"'When feedback is given, ensure the pupi","pendence and authorship; reader/scribe is access, not lesser Science. When feedback is given, ensure the pupil actually edits, re-attempts, explains or applies it. Read these instructions aloud 🎫 Exit · receive and use the response Do"
LAUNCH__SCI_L_W5L2_Osmosis_Core_Practical_Explore.html,no-qmark-on-wh,'Do not reveal the key before the pupil ,. Read these instructions aloud 🎫 Exit · receive and use the response Do not reveal the key before the pupil commits. Read the actual response. Give one next learning move. The pupil uses it on the existing work; d
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,space-before-punct,'\n?',ext step E · evidence R · responded / Audience happened // · self-edit ? · read back No code or pupil response is stored by this HTML. No publ
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,space-before-punct,'\n.',ed first. Percentage change = %. Keep the sign and divide by INITIAL. . Explain what the number means in this Biology context. Bigger is magn
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,space-before-punct,'\n.',"mean. Excluded, the 0.6 mean moves from Means from three repeats each . Read along the line: gains shrink into losses as concentration rises."
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,space-before-punct,' \n.',"pattern, not a magic answer. .sc-predict .sc-btn Prediction received: . Nothing is marked. Test all three and find out. <div class=""sc-name"">"
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,no-qmark-on-wh,'Do not claim greater precision than the,Evaluate blotting/size/time/concentration/repeats specifically. STEP Do not claim greater precision than the graph supports. ▶ Reveal next reasoning step QUESTION EVIDENCE PATTERN EXPLANATION APP
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,no-qmark-on-wh,'Do not privately teach a second explana,s watch the reasoning process; you watch access and whether it lands. Do not privately teach a second explanation over the teacher. Flag a shared misconception. 🤝 We Do · hinge & response Wait time is the first intervention. Every
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,no-qmark-on-wh,'Do not treat a widget result as learnin,"the pupil drive variables, measurements or choices wherever possible. Do not treat a widget result as learning by itself. Ask for the pattern/explanation and adapt the next question. Near 0.2 mol dm⁻³ Near 0.5 mol dm⁻³ Near 0.8 mol dm⁻³ 0 1 ✏️ Independe"
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,no-qmark-on-wh,"'When feedback is given, ensure the pupi","pendence and authorship; reader/scribe is access, not lesser Science. When feedback is given, ensure the pupil actually edits, re-attempts, explains or applies it. Read these instructions aloud 🎫 Exit · receive and use the response Do"
LAUNCH__SCI_L_W5L3_Osmosis_Data_Do.html,no-qmark-on-wh,'Do not reveal the key before the pupil ,. Read these instructions aloud 🎫 Exit · receive and use the response Do not reveal the key before the pupil commits. Read the actual response. Give one next learning move. The pupil uses it on the existing work; d
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,space-before-punct,'\n?',ext step E · evidence R · responded / Audience happened // · self-edit ? · read back No code or pupil response is stored by this HTML. No publ
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,space-before-punct,'\n.',ed first. Percentage change = %. Keep the sign and divide by INITIAL. . Explain what the number means in this Biology context. Bigger is magn
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,space-before-punct,' \n.',"espiration. Active transport. .sc-predict .sc-btn Prediction received: . Nothing is marked. Test all three and find out. <div class=""sc-name"">"
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,no-qmark-on-wh,'Do not privately teach a second explana,s watch the reasoning process; you watch access and whether it lands. Do not privately teach a second explanation over the teacher. Flag a shared misconception. 🤝 We Do · hinge & response Wait time is the first intervention. Every
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,no-qmark-on-wh,'Do not treat a widget result as learnin,"the pupil drive variables, measurements or choices wherever possible. Do not treat a widget result as learning by itself. Ask for the pattern/explanation and adapt the next question. Yes — by spending energy No — never Only if the soil changes 0 1 ✏️ In"
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,no-qmark-on-wh,"'When feedback is given, ensure the pupi","pendence and authorship; reader/scribe is access, not lesser Science. When feedback is given, ensure the pupil actually edits, re-attempts, explains or applies it. Read these instructions aloud 🎫 Exit · receive and use the response Do"
LAUNCH__SCI_L_W6L1_Active_Transport_Introduce.html,no-qmark-on-wh,'Do not reveal the key before the pupil ,. Read these instructions aloud 🎫 Exit · receive and use the response Do not reveal the key before the pupil commits. Read the actual response. Give one next learning move. The pupil uses it on the existing work; d
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,space-before-punct,'\n?',ext step E · evidence R · responded / Audience happened // · self-edit ? · read back No code or pupil response is stored by this HTML. No publ
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,space-before-punct,'\n.',ed first. Percentage change = %. Keep the sign and divide by INITIAL. . Explain what the number means in this Biology context. Bigger is magn
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,space-before-punct,' \n.',"oes not choose the direction. .sc-predict .sc-btn Prediction received: . Nothing is marked. Test all three and find out. <div class=""sc-name"">"
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,no-qmark-on-wh,'Do not privately teach a second explana,s watch the reasoning process; you watch access and whether it lands. Do not privately teach a second explanation over the teacher. Flag a shared misconception. 🤝 We Do · hinge & response Wait time is the first intervention. Every
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,no-qmark-on-wh,'Do not treat a widget result as learnin,"the pupil drive variables, measurements or choices wherever possible. Do not treat a widget result as learning by itself. Ask for the pattern/explanation and adapt the next question. Yes — easily No — something must pay The evidence cannot say 0 1 ✏️ In"
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,no-qmark-on-wh,"'When feedback is given, ensure the pupi","pendence and authorship; reader/scribe is access, not lesser Science. When feedback is given, ensure the pupil actually edits, re-attempts, explains or applies it. Read these instructions aloud 🎫 Exit · receive and use the response Do"
LAUNCH__SCI_L_W6L2_Root_Hairs_And_Gut_Explore.html,no-qmark-on-wh,'Do not reveal the key before the pupil ,. Read these instructions aloud 🎫 Exit · receive and use the response Do not reveal the key before the pupil commits. Read the actual response. Give one next learning move. The pupil uses it on the existing work; d
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,space-before-punct,'\n?',ext step E · evidence R · responded / Audience happened // · self-edit ? · read back No code or pupil response is stored by this HTML. No publ
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,space-before-punct,'\n.',ed first. Percentage change = %. Keep the sign and divide by INITIAL. . Explain what the number means in this Biology context. Bigger is magn
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,space-before-punct,' \n.',"brane + down. The rule says: .sc-predict .sc-btn Prediction received: . Nothing is marked. Test all three and find out. <div class=""sc-name"">"
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,no-qmark-on-wh,'Do not privately teach a second explana,s watch the reasoning process; you watch access and whether it lands. Do not privately teach a second explanation over the teacher. Flag a shared misconception. 🤝 We Do · hinge & response Wait time is the first intervention. Every
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,no-qmark-on-wh,'Do not treat a widget result as learnin,"the pupil drive variables, measurements or choices wherever possible. Do not treat a widget result as learning by itself. Ask for the pattern/explanation and adapt the next question. What the substance is Which way it moves Whether energy is spent 0 1 ✏"
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,no-qmark-on-wh,"'When feedback is given, ensure the pupi","pendence and authorship; reader/scribe is access, not lesser Science. When feedback is given, ensure the pupil actually edits, re-attempts, explains or applies it. Read these instructions aloud 🎫 Exit · receive and use the response Do"
LAUNCH__SCI_L_W6L3_Compare_Transport_Do.html,no-qmark-on-wh,'Do not reveal the key before the pupil ,. Read these instructions aloud 🎫 Exit · receive and use the response Do not reveal the key before the pupil commits. Read the actual response. Give one next learning move. The pupil uses it on the existing work; d
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,space-before-punct,'\n?',ext step E · evidence R · responded / Audience happened // · self-edit ? · read back No code or pupil response is stored by this HTML. No publ
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,space-before-punct,'\n.',ed first. Percentage change = %. Keep the sign and divide by INITIAL. . Explain what the number means in this Biology context. Bigger is magn
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,space-before-punct,' \n.',"the two are tested together. .sc-predict .sc-btn Prediction received: . Nothing is marked. Test all three and find out. <div class=""sc-name"">"
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,no-qmark-on-wh,'Do not privately teach a second explana,s watch the reasoning process; you watch access and whether it lands. Do not privately teach a second explanation over the teacher. Flag a shared misconception. 🤝 We Do · hinge & response Wait time is the first intervention. Every
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,no-qmark-on-wh,'Do not treat a widget result as learnin,"the pupil drive variables, measurements or choices wherever possible. Do not treat a widget result as learning by itself. Ask for the pattern/explanation and adapt the next question. Diffusion and osmosis Osmosis and the core practical Active transport"
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,no-qmark-on-wh,"'When feedback is given, ensure the pupi","pendence and authorship; reader/scribe is access, not lesser Science. When feedback is given, ensure the pupil actually edits, re-attempts, explains or applies it. Read these instructions aloud 🎫 Exit · receive and use the response Do"
LAUNCH__SCI_L_W7L1_Topic_1_Round_Up_Introduce.html,no-qmark-on-wh,'Do not reveal the key before the pupil ,. Read these instructions aloud 🎫 Exit · receive and use the response Do not reveal the key before the pupil commits. Read the actual response. Give one next learning move. The pupil uses it on the existing work; d
LAUNCH__SCI_L_W7L2_Command_Words_Explore.html,space-before-punct,'\n?',ext step E · evidence R · responded / Audience happened // · self-edit ? · read back No code or pupil response is stored by this HTML. No publ
LAUNCH__SCI_L_W7L2_Command_Words_Explore.html,space-before-punct,'\n.',ed first. Percentage change = %. Keep the sign and divide by INITIAL. . Explain what the number means in this Biology context. Bigger is magn
LAUNCH__SCI_L_W7L2_Command_Words_Explore.html,space-before-punct,' \n.',"water.\u201d Both + whereas. .sc-predict .sc-btn Prediction received: . Nothing is marked. Test all three and find out. <div class=""sc-name"">"
LAUNCH__SCI_L_W7L2_Command_Words_Explore.html,no-qmark-on-wh,'Do not privately teach a second explana,s watch the reasoning process; you watch access and whether it lands. Do not privately teach a second explanation over the teacher. Flag a shared misconception. 🤝 We Do · hinge & response Wait time is the first intervention. Every
LAUNCH__SCI_L_W7L2_Command_Words_Explore.html,no-qmark-on-wh,'Do not treat a widget result as learnin,"the pupil drive variables, measurements or choices wherever possible. Do not treat a widget result as learning by itself. Ask for the pattern/explanation and adapt the next question. DESCRIBE EXPLAIN COMPARE 0 1 ✏️ Independent · evidence & transfer Leas"
LAUNCH__SCI_L_W7L2_Command_Words_Explore.html,no-qmark-on-wh,"'When feedback is given, ensure the pupi","pendence and authorship; reader/scribe is access, not lesser Science. When feedback is given, ensure the pupil actually edits, re-attempts, explains or applies it. Read these instructions aloud 🎫 Exit · receive and use the response Do"
LAUNCH__SCI_L_W7L2_Command_Words_Explore.html,no-qmark-on-wh,'Do not reveal the key before the pupil ,. Read these instructions aloud 🎫 Exit · receive and use the response Do not reveal the key before the pupil commits. Read the actual response. Give one next learning move. The pupil uses it on the existing work; d
LAUNCH__SCI_L_W7L3_Exam_Practice_Do.html,space-before-punct,'\n?',ext step E · evidence R · responded / Audience happened // · self-edit ? · read back No code or pupil response is stored by this HTML. No publ
LAUNCH__SCI_L_W7L3_Exam_Practice_Do.html,space-before-punct,'\n.',ed first. Percentage change = %. Keep the sign and divide by INITIAL. . Explain what the number means in this Biology context. Bigger is magn
LAUNCH__SCI_L_W7L3_Exam_Practice_Do.html,space-before-punct,' \n.',"ing energy from respiration). .sc-predict .sc-btn Prediction received: . Nothing is marked. Test all three and find out. <div class=""sc-name"">"
LAUNCH__SCI_L_W7L3_Exam_Practice_Do.html,no-qmark-on-wh,'Do the mixed Topic 1 practice set. Work,min ✏️ Independent · evidence & transfer ✏️ Independent GCSE Biology Do the mixed Topic 1 practice set. Work on your own. Then pick one answer. Ask for feedback. Make one change you can see. Explain it. 🧪 PRACTICAL / EVIDENCE READY Equipment Topic 1 question booklet; formu
LAUNCH__SCI_L_W7L3_Exam_Practice_Do.html,no-qmark-on-wh,'Do not privately teach a second explana,s watch the reasoning process; you watch access and whether it lands. Do not privately teach a second explanation over the teacher. Flag a shared misconception. 🤝 We Do · hinge & response Wait time is the first intervention. Every
LAUNCH__SCI_L_W7L3_Exam_Practice_Do.html,no-qmark-on-wh,'Do not treat a widget result as learnin,"the pupil drive variables, measurements or choices wherever possible. Do not treat a widget result as learning by itself. Ask for the pattern/explanation and adapt the next question. Working and the answer The answer alone A definition 0 1 ✏️ Independen"
LAUNCH__SCI_L_W7L3_Exam_Practice_Do.html,no-qmark-on-wh,"'When feedback is given, ensure the pupi","pendence and authorship; reader/scribe is access, not lesser Science. When feedback is given, ensure the pupil actually edits, re-attempts, explains or applies it. Read these instructions aloud 🎫 Exit · receive and use the response Do"
LAUNCH__SCI_L_W7L3_Exam_Practice_Do.html,no-qmark-on-wh,'Do not reveal the key before the pupil ,. Read these instructions aloud 🎫 Exit · receive and use the response Do not reveal the key before the pupil commits. Read the actual response. Give one next learning move. The pupil uses it on the existing work; d
