pathway,week,file,verdict,surface,location,current_text,issue,science_reason,severity,fix_type,proposed_text,lead_ref
GROW,W6,SCI_G_W6B_Earth_And_Planets_Do.html,WRONG,screen,"data-type=""wedo"" (We Do 2) · Honest Model Lab · gsgLab_W6B.data[0] ""True to size"" frozen result text","Planets in the right proportions. But if Earth is a 1 cm bead, Neptune sits about 1.2 km away - the distances will not fit on any page.","The scale figure is wrong by roughly a factor of three. Pupils are told to use the frozen results as evidence, so the wrong number is the evidence base for the whole model-honesty conclusion.","Scale factor with Earth (diameter 12 742 km) as a 1 cm bead is 0.01 m / 1.2742e7 m = 7.85e-10. Neptune's orbital radius is 4.495e9 km = 4.495e12 m; 4.495e12 x 7.85e-10 = 3 528 m, i.e. about 3.5 km, not 1.2 km. (Cross-check: 1 AU maps to 117 m, and Neptune is 30.07 AU, so 30.07 x 117 m = 3.5 km. 1.2 km corresponds to roughly 10 AU, i.e. Saturn, not Neptune.) The claim is quantitatively false as written; the qualitative point it is making is sound.",high,MECHANICAL-FIX,"Planets in the right proportions. But if Earth is a 1 cm bead, Neptune sits about 3.5 km away - the distances will not fit on any page.",none — new finding (this is the only arithmetic claim in either W6 file)
GROW,W6,SCI_G_W6A_Earth_And_Planets_Explore.html,AMBIGUOUS,both,"data-type=""ido"" (I Do) .model-limit .ml-yes row, and the matching print-pack .print-box (identical bytes, 2 occurrences in the file)",It shows the order of the planets and that each orbit is a closed path around the Sun.,"The 'what this model helps us see' caveat claims something the model does not actually show. The hero SVG is a linear line-up of the eight planets with one MOTION arc and one GRAVITY INWARD arrow — no orbital path, closed or otherwise, is drawn. The paired 'does not show' row then talks about a real orbit being 'a stretched circle rather than a perfect one', which implies the model draws a circular orbit; it draws no orbit at all. In a lesson pair whose whole point is that a model must be honest about what it represents, an over-claiming strength statement is a live defect.","The statement about reality is true (orbits are closed elliptical paths), but the claim that this particular representation shows it is false. What the diagram genuinely shows is planet order out from the Sun plus the two-arrow orbit mechanism (forward motion + inward gravity), which is exactly what the I Do narrates.",medium,ONE-LINE-REWORD,"It shows the order of the planets out from the Sun, and the two arrows that make an orbit: motion forward and gravity inward.",none — surfaced by cross-pathway check 4 (model-limitation caveats must themselves be true)
GROW,W6,SCI_G_W6B_Earth_And_Planets_Do.html,WRONG,print,"print-pack · div id=""print-witness"" · 'Observed in this lesson' checklist, second tick box","<p style=""margin:0 0 5px"">☐ Classified planets as rocky or giant.</p>","The W6B Assessor Witness Statement is a verbatim copy of W6A's. It records a criterion W6B neither teaches nor assesses (rocky/giant classification appears nowhere in W6B), and it omits W6B's distinguishing outcome — evaluating the model. The lesson's own success criteria are: place the planets in the correct order; model orbiting; explain one strength and one limitation of the model. An assessor ticking this sheet would be recording evidence against the wrong lesson.","Not a science error but a teacher-document contradiction (cross-pathway check 8): the witness record contradicts the lesson's stated success criteria and its exit ticket (Stretch: 'Evaluate one strength and one limitation of your model.'). The other two tick boxes ('Named the eight planets in order', 'Explained gravity's role in maintaining an orbit') do map onto W6B.",medium,ONE-LINE-REWORD,"<p style=""margin:0 0 5px"">☐ Explained one strength and one limitation of the model.</p>",none — surfaced by cross-pathway check 8
GROW,W6,SCI_G_W6A_Earth_And_Planets_Explore.html,AMBIGUOUS,screen,"data-type=""ido"" (I Do 2) · #steps-W6A-2 · third .model-step","If the inward pull vanished, the planet would continue along a much straighter path rather than staying in orbit.","The taught model step hedges to 'a much straighter path' while the We Do 2 Gravity and Motion Lab in the same lesson states the definitive answer — 'Fly off in a straight line ... This is what would happen. A moving planet keeps moving in a straight line unless a force bends its path.' — and the Stretch exit ticket presupposes it ('Explain why a planet does not simply fly away in a straight line.'). Three surfaces, two different levels of certainty for the same idea.","Newton's first law gives a straight line once the net force is removed, which is what the lab and the exit stem assert. The hedge is defensible only if other bodies' gravity is being left in play, which the lesson never says. Not false, but internally inconsistent at the point where the pupil is being taught the sentence they will later be asked to produce.",low,PROPOSED,"If the inward pull vanished, the planet would carry straight on instead of staying in orbit.",none — internal consistency check
GROW,W6,SCI_G_W6B_Earth_And_Planets_Do.html,AMBIGUOUS,screen,"data-type=""starter"" · .task-box 'Bridge into today'","If the Sun’s gravity disappeared in our model, what would you predict happens to Earth’s path? Choose a direction before the model runs.","'Choose a direction before the model runs' cannot be carried out on this slide. There is no direction control anywhere in the starter, and the adjacent Commit box asks a completely different question ('Before we build: should our model be true to size or true to distance?' — options True to size / True to distance / It cannot be both). Nothing in this lesson 'runs' a gravity-off model either; that demonstration lives in W6A's lab.",Not a science error — an unexecutable instruction on a slide read by pupils who take instructions literally. The prediction itself is legitimate W6A retrieval.,low,ONE-LINE-REWORD,"If the Sun’s gravity disappeared in our model, what would you predict happens to Earth’s path? Say it or point to it before we build.",none
GROW,W6,SCI_G_W6A_Earth_And_Planets_Explore.html,AMBIGUOUS,print,"print-pack · first .print-page · p class=""pentry"" (identical line present in SCI_G_W6B_Earth_And_Planets_Do.html)","<p class=""pentry"" style=""margin:0 0 8px;font-size:.92rem""><b>Not here last lesson?</b> Everything you need is in the box above — read it, then answer.</p>","On screen this sentence sits directly under the retrieval li-box, so 'the box above' is correct. On the printed sheet the same bytes are placed ABOVE the 'Arrival retrieval:' content, so the missing-pupil catch-up route points in the wrong direction. Present in both W6 files and, from the identical markup, likely template-wide across the GROW v3 pack — worth one ruling rather than six edits.",No science content affected; it is a print-surface wayfinding defect for the exact cohort the entry route exists to serve.,low,PROPOSED,"<p class=""pentry"" style=""margin:0 0 8px;font-size:.92rem""><b>Not here last lesson?</b> Everything you need is in the retrieval box on this sheet — read it, then answer.</p>",none — surfaced by the screen/print parity check
GROW,W7,SCI_G_W7B_The_Moon_Do.html,AMBIGUOUS,screen,"data-type=""wedo"" (We Do 2) · Phase or Eclipse Lab · Step 2 · Test each one","<div class=""gl-row""><button class=""gl-btn i0"" data-i=""0"" type=""button"" onclick=""gsgLabTest_W7B(this)""><span class=""gl-glyph"">▲</span>Test Phase</button><button class=""gl-btn i1"" data-i=""1"" type=""button"" onclick=""gsgLabTest_W7B(this)""><span class=""gl-glyph"">◎</span>Test Lunar eclipse</button><button class=""gl-btn i2"" data-i=""2"" type=""button"" onclick=""gsgLabTest_W7B(this)""><span class=""gl-glyph"">✳</span>Test Solar eclipse</button></div>","The shape cue is inverted between Step 1 and Step 2 of the same lab panel. In Step 1 the predict buttons are ▲ = ""Earth's shadow on the Moon"" and ◎ = ""Which lit part we can see"". In Step 2 ▲ = ""Test Phase"" and ◎ = ""Test Lunar eclipse"" — exactly the opposite pairing. The lab's own footer tells pupils the shapes are a deliberate non-colour cue (""each option carries a shape and a word as well as its colour""), so a pupil who commits to the CORRECT prediction ◎ and then presses ◎ reads ""Earth's shadow really does fall on the Moon"" and can take that as confirmation of their own prediction — reinforcing the precise misconception (phases = Earth's shadow) the lab exists to kill. Swapping the two glyphs makes the cue teach the right link (▲ shadow → lunar eclipse, ◎ lit part we see → phase). data-i indices are unchanged, so the gsgLab_W7B.data mapping is untouched.","Phases are caused by the changing fraction of the sunlit half we can see; a lunar eclipse is Earth's shadow falling on the Moon. Pairing the ""lit part we can see"" glyph with the lunar-eclipse test asserts the opposite association non-verbally.",medium,MECHANICAL-FIX,"<div class=""gl-row""><button class=""gl-btn i0"" data-i=""0"" type=""button"" onclick=""gsgLabTest_W7B(this)""><span class=""gl-glyph"">◎</span>Test Phase</button><button class=""gl-btn i1"" data-i=""1"" type=""button"" onclick=""gsgLabTest_W7B(this)""><span class=""gl-glyph"">▲</span>Test Lunar eclipse</button><button class=""gl-btn i2"" data-i=""2"" type=""button"" onclick=""gsgLabTest_W7B(this)""><span class=""gl-glyph"">✳</span>Test Solar eclipse</button></div>",
GROW,W7,SCI_G_W7B_The_Moon_Do.html,WRONG,teacher-doc,"print pack · second print-page · id=""print-witness"" Assessor Witness Statement · ""Observed in this lesson""","<p style=""margin:0 0 5px"">☐ Stated that the Moon orbits Earth in about a month.</p><p style=""margin:0 0 5px"">☐ Explained that moonlight is reflected sunlight.</p><p style=""margin:0 0 5px"">☐ Modelled or described the cause of the phases.</p>","The W7B assessor witness statement records W7A's success criteria, not W7B's. W7B's own success criteria are ""I can use the model safely"", ""I can identify new, quarter and full positions"", ""I can explain what the model shows and how an eclipse is different"". Two of the three witnessed statements (orbital period; moonlight is reflected sunlight) are never taught or assessed in W7B — they are W7A's, where the identical checklist is correct. An assessor completing the W7B sheet is asked to tick evidence the W7B lesson does not generate, which is a live problem for a Pearson Entry Level / AQA UAS record. The same three lines in SCI_G_W7A_The_Moon_Explore.html match W7A's success criteria exactly and are CORRECT there — do not change W7A.",Not a science error in itself; each statement is true. The defect is that the assessment record contradicts the lesson it sits in — cross-check 8 (teacher docs must contradict no lesson).,medium,MECHANICAL-FIX,"<p style=""margin:0 0 5px"">☐ Used the torch-and-ball model safely.</p><p style=""margin:0 0 5px"">☐ Identified the new, quarter and full positions.</p><p style=""margin:0 0 5px"">☐ Explained what the model shows and how an eclipse is different.</p>",
GROW,W7,SCI_G_W7B_The_Moon_Do.html,WRONG,teacher-doc,"print pack · id=""print-witness"" · ""Lesson"" table row",The Moon's Journey — GROW Science · Week 7 (40-min route · Do),"The W7B witness statement names the lesson ""The Moon's Journey"", which is the <h1> title of SCI_G_W7A_The_Moon_Explore.html. W7B's own <h1> is ""Moon Phases: Model and Explain"". The assessor record therefore identifies the wrong lesson of the pair; only the parenthetical ""· Do"" distinguishes it.",No science content at issue; an assessment record must name the session it evidences (cross-check 8).,low,MECHANICAL-FIX,Moon Phases: Model and Explain — GROW Science · Week 7 (40-min route · Do),
GROW,W7,SCI_G_W7B_The_Moon_Do.html,UNDER-PITCHED,both,"data-type=""exit"" · data-tier=""Supported"" exit ticket, and the matching ""Supported:"" line on print-page 2 (2 occurrences, identical wording — parity is intact)","How long does the Moon take to orbit Earth, roughly?","The Supported exit ticket asks a W7A recall question (orbital period ≈ one month) rather than anything from W7B. W7B's learning objective is ""I can use a physical model to demonstrate Moon phases and distinguish phases from eclipses"" and its success criteria are model safety, identifying new/quarter/full positions, and explaining the model plus the eclipse difference. As written, a pupil on the Supported route produces no exit evidence of today's objective at all, and the tiers do not ladder (Standard and Stretch both assess W7B). The answer does match the stem, so cross-check 1 passes; this is an alignment defect, not a factual one. Owner ruling wanted on the replacement wording.","""Roughly a month"" is scientifically correct (27.3 d sidereal / 29.5 d synodic) — nothing here is false. The mismatch is that the question assesses W7A's success criterion, not W7B's.",low,PROPOSED,Show or name the position where we see a Full Moon.,
GROW,W7,SCI_G_W7B_The_Moon_Do.html,AMBIGUOUS,both,"data-type=""ido"" (I Do) · model-limit box ""✘ What this model does not show"", and the matching print-box on print-page 1 (2 identical occurrences)","It leaves out the tilt of the Moon's orbit and the real distances, which is why eclipses are rare rather than monthly.","The relative clause ""which is why eclipses are rare rather than monthly"" is attached to a two-item list, so it reads as though the real distances are also a cause of eclipse rarity. They are not: rarity is caused by the ~5° inclination of the Moon's orbit alone. The lesson's own glitch-repair text gets this right (""The Moon's orbit is tilted by about five degrees, so at most Full Moons it passes above or below Earth's shadow instead of through it. That tilt is why eclipses are rare rather than monthly.""), and W7A's equivalent caveat is unambiguous (""It leaves out the tilt of the Moon's orbit, which is why we do not get an eclipse every month.""). Cross-check 4: a model-limitation caveat must itself be true.","Eclipse frequency is set by orbital inclination (~5.14°) and the resulting node geometry. Earth–Moon distance affects whether a solar eclipse is total or annular and the apparent size of the umbra, but it does not make eclipses rare rather than monthly.",low,ONE-LINE-REWORD,"It leaves out the real distances, and the tilt of the Moon's orbit — which is why eclipses are rare rather than monthly.",
GROW,W7,SCI_G_W7B_The_Moon_Do.html,AMBIGUOUS,screen,"data-type=""wedo"" (We Do · hinge question) · soft-check option data-index=""2""",It must happen every month,"The stem is a closed yes/no question — ""During a normal full Moon, is Earth's shadow causing the phase?"" — and options 0 and 1 are ""No"" and ""Yes"". Option 2 is not an answer to that stem, so a pupil scanning for the longest or most specific option has no way to judge it against the question. The science behind the distractor is right and its paired hint is right (""If Earth's shadow caused normal phases, there would be a lunar eclipse every month""), so this is a wording problem only; exactly one option is keyed correct (data-correct=""0""), so cross-check 2 still passes. Rewording it as a completed ""Yes"" keeps the intended misconception target and makes it answerable against the stem.","Earth's shadow does not cause the ordinary monthly phase cycle; if it did, a lunar eclipse would occur at every full Moon. The distractor's content is scientifically the right misconception to surface — only its grammar relative to the stem is at fault.",low,ONE-LINE-REWORD,Yes — and that is why we see a lunar eclipse every month,
GROW,W7,SCI_G_W7A_The_Moon_Explore.html,AMBIGUOUS,both,"data-type=""independent"" · WORD HELP · wh-term ""phase"" + wh-bridge, and the WORD HELP print-box. 2 occurrences in W7A and 2 identical occurrences in SCI_G_W7B_The_Moon_Do.html — any fix must be applied to all four.",the shape of the Moon we can see,"The bridge for the formal term ""phase"" says it is ""the shape of the Moon we can see"". The whole lesson exists to establish that the Moon does not change shape — only the fraction of its sunlit half visible from Earth changes (LO: ""why the Moon appears to change shape""; TA rule: ""Half the Moon is lit by the Sun; what changes through the phases is the part we can see""). Read on its own — and the print CSS reveals every bridge on the printed pack, where no adult narration is attached — ""the shape of the Moon"" invites exactly the misconception being taught against. The formal term stays dominant (it is the wh-term span; the bridge is hidden until requested), so cross-check 3 passes on dominance; this is the faithfulness half. Owner ruling wanted, since the replacement must stay readable at Supported level.",A phase is the illuminated fraction of the lunar disc visible from Earth. The Moon's physical shape is constant; only the viewing geometry of the permanently half-lit sphere changes.,low,PROPOSED,how much of the Moon's lit half we can see,
GROW,W7,SCI_G_W7A_The_Moon_Explore.html,AMBIGUOUS,screen,hero-visual SVG (title slide and I Do slide — 2 identical occurrences per file),"<ellipse cx=""450"" cy=""115"" fill=""none"" rx=""145"" ry=""95"" stroke=""#94a3b8"" stroke-dasharray=""8 8"" stroke-width=""3""></ellipse>","The dashed ellipse drawn as the Moon's orbit does not pass through the four Moon positions. The Moon circles sit at (450±95, 115) and (450, 115±83), while the ellipse has rx=145, ry=95 — so the NEW and FULL Moons float about 50 units inside the orbit they are supposed to be on, while the two QUARTER Moons sit almost on it. On a diagram whose whole job is ""position on the orbit determines the phase"", the four positions should lie on the path. Setting rx=""95"" ry=""83"" makes the dashed path pass exactly through all four Moon centres and moves nothing else — the NEW label (text-anchor=""end"" x=""300"") and the FULL label (x=""578"") stay clear, and the ellipse still clears the Earth circle (r=38). Everything the diagram asserts is scientifically correct: with sunlight arriving from the left, the sunward Moon (cx=355) is labelled NEW and the anti-sunward Moon (cx=545) is labelled FULL.","The Moon's positions are points on its orbital path; drawing them off the path weakens the position→phase link the diagram is teaching. No false statement is made, hence AMBIGUOUS rather than WRONG.",low,MECHANICAL-FIX,"<ellipse cx=""450"" cy=""115"" fill=""none"" rx=""95"" ry=""83"" stroke=""#94a3b8"" stroke-dasharray=""8 8"" stroke-width=""3""></ellipse>",
GROW,W7,SCI_G_W7B_The_Moon_Do.html,AMBIGUOUS,screen,hero-visual SVG (title slide and I Do slide — 2 identical occurrences),"<ellipse cx=""450"" cy=""115"" fill=""none"" rx=""145"" ry=""95"" stroke=""#94a3b8"" stroke-dasharray=""8 8"" stroke-width=""3""></ellipse>","Same SVG as W7A: the dashed orbit ellipse (rx=145, ry=95) does not pass through the four Moon circles at (450±95, 115) and (450, 115±83). Fix both files together so the shared hero visual stays identical.","Positions on an orbit diagram should lie on the orbit; the labelled geometry itself (NEW sunward at cx=355, FULL anti-sunward at cx=545, sunlight arriving from the left) is correct.",low,MECHANICAL-FIX,"<ellipse cx=""450"" cy=""115"" fill=""none"" rx=""95"" ry=""83"" stroke=""#94a3b8"" stroke-dasharray=""8 8"" stroke-width=""3""></ellipse>",
LAUNCH,W3,SCI_L_W3L1_Microscopy_Introduce.html,WRONG,screen,"slide data-type=""arrival"" — <div class=""note""> immediately below the three tier panels (all tiers)","Arrival retrieves three times, then leads in. R1 is last lesson, R2 is the previous week, R3 is older material, and the lead-in opens today without teaching today’s concept.","This staff-facing note flatly contradicts the two declarations directly above it on the same slide. The box.scaf says ""Weeks 1 and 2 were baseline. There is no previous lesson to recall — this is where the teaching starts."" and the lq-declare says ""No Biology has been taught yet, so all three retrieval prompts ask what you already know from outside this room. Nothing before this lesson is being recalled."" Every R-badge on the slide reads ""What you already know"". The note nevertheless tells the adult that R1 is last lesson, R2 the previous week and R3 older material — none of which exists. A TA following the note will prompt a SEND pupil to recall Biology that was never taught, and read their blank as a gap.","Not a science-content error but a hard internal self-contradiction on a live teaching surface: the same slide asserts both ""nothing before this lesson is being recalled"" and ""R1 is last lesson, R2 is the previous week, R3 is older material"". It also contradicts TEACHER_IMPLEMENTATION_GUIDE.html (""Autumn 1 W1–W2 were baseline weeks. No science was taught in them, so the W3 lesson opens from what pupils already know rather than from a previous lesson."") and index.html (""Weeks 1 and 2 were baseline — no previous lesson to recall""). Only the in-lesson note is wrong; the external docs are right.",medium,MECHANICAL-FIX,"Arrival retrieves three times, then leads in. Weeks 1 and 2 were baseline, so R1, R2 and R3 all ask what you already know, and the lead-in opens today without teaching today’s concept.","BUILD W3B Arrival / retrieval-framing ruling, applied to LAUNCH per the task instruction"
LAUNCH,W3,SCI_L_W3L2_Calculating_Magnification_Explore.html,WRONG,screen,"slide data-type=""arrival"" — <div class=""note""> immediately below the three tier panels (all tiers)","Arrival retrieves three times, then leads in. R1 is last lesson, R2 is the previous week, R3 is older material, and the lead-in opens today without teaching today’s concept.","Same boilerplate note, same contradiction. The lq-declare above it states ""Week 3 is the first taught week. R1 recalls last lesson. R2 and R3 have no earlier taught Biology to reach, so they ask what you already know. Declared, not hidden."" and the R2/R3 badges on screen and in the print pack both read ""What you already know"". The note asserts R2 = previous week and R3 = older material, which do not exist in this scheme.","Internal self-contradiction against the slide's own declaration and against its own R-badges (screen and print agree with the declaration; only the note disagrees). The retrieval design itself is correct — R1 genuinely retrieves W3L1 (""Last lesson you separated magnification from resolution. Say what each one means.""), which is exactly what the task owner's ruling requires of a B lesson.",medium,MECHANICAL-FIX,"Arrival retrieves three times, then leads in. R1 is last lesson (W3L1); Week 3 is the first taught week, so R2 and R3 ask what you already know, and the lead-in opens today without teaching today’s concept.","BUILD W3B Arrival / retrieval-framing ruling, applied to LAUNCH"
LAUNCH,W3,SCI_L_W3L3_Magnification_Lab_Do.html,WRONG,screen,"slide data-type=""arrival"" — <div class=""note""> immediately below the three tier panels (all tiers)","Arrival retrieves three times, then leads in. R1 is last lesson, R2 is the previous week, R3 is older material, and the lead-in opens today without teaching today’s concept.","Third instance of the same boilerplate. Here it contradicts both the lq-declare (""Week 3 has no taught week behind it. R3 is a second Week 3 retrieval, declared here rather than reaching for Biology that has not been taught."") and the visible badges, which read ""R2 · Week 3 · lesson 1"" and ""R3 · Week 3 again — declared"" on screen and in the print pack.","Internal self-contradiction. The actual retrieval chain is correct and matches the owner's ruling — R1 retrieves W3L2 (""Last lesson you calculated magnification. Say what you divide by what."") and R2 retrieves W3L1 (""What is the difference between magnification and resolution?""). Only the note misdescribes it.",medium,MECHANICAL-FIX,"Arrival retrieves three times, then leads in. R1 is last lesson (W3L2), R2 is Week 3 lesson 1, R3 is a second Week 3 retrieval — declared, and the lead-in opens today without teaching today’s concept.","BUILD W3B Arrival / retrieval-framing ruling, applied to LAUNCH"
LAUNCH,W3,SCI_L_W3L2_Calculating_Magnification_Explore.html,AMBIGUOUS,both,"slide data-type=""ido"" (I Do · model the reasoning) — <div class=""lm-row lm-no"">; and the identical line in the print pack <div class=""box scaf""> under ""What this model does not show"". Two occurrences, byte-identical.",It leaves out that the units must match before you divide — the triangle looks the same whether your numbers are in millimetres or micrometres.,"The caveat names ""the triangle"", but no formula triangle appears anywhere in this lesson on either surface. The model actually presented is a three-step reveal (""Identify the required quantity…"", ""Check units first…"", ""Model 40 mm ÷ 0.10 mm = ×400"") plus a two-input Value A / Value B calculator. ""triangle"" is the only word in either file naming an object the pupil cannot see, so a pupil asked what the model leaves out is pointed at something that is not on the page.","The statement is scientifically TRUE of a formula triangle (a triangle carries no unit information, so it cannot warn you about mm vs µm), so this is not a false caveat — it is a dangling referent. Substituting ""the equation"" keeps the claim true (magnification = image size ÷ actual size looks identical whichever length unit is used) and makes it refer to what is actually shown. Flagged rather than asserted wrong because the owner may intend to add a triangle graphic.",low,ONE-LINE-REWORD,It leaves out that the units must match before you divide — the equation looks the same whether your numbers are in millimetres or micrometres.,cross-pathway check 4 (model-limitation caveats)
LAUNCH,W4,SCI_L_W4L1_Diffusion_Introduce.html,WRONG,both,"slide data-type=""ido"" (I Do · model the reasoning), .lmodel .lm-row.lm-no — and the identical sentence in the printpack .pp ""What this model does not show"" box","It leaves out that individual particles keep moving both ways the whole time — net movement is a balance, not a one-way march.","The model-limitation caveat contradicts the ✔ line directly above it. The ✔ line says the model ""shows particles moving randomly and still producing a net movement from high to low concentration"" — i.e. it DOES show two-way random movement. The ✘ line then claims that same fact is ""left out"". Both cannot be true of the same model, so the caveat is false as written.","Cross-check 4 requires model-limitation caveats to be themselves true. Showing random movement in both directions IS showing that particles keep moving both ways; the stated limitation is therefore not a limitation of this model. A true limitation exists and is worth teaching — the model stops at the point of net flow and never shows the equilibrium state, where two-way movement continues but net movement is zero. That is also the exact idea the Starter commit device (""once the smell has spread evenly, what are the particles doing?"" / ""Still moving, both ways"") sets up and never resolves.",medium,ONE-LINE-REWORD,"It leaves out what happens once the spread is even — the particles never stop, they keep crossing both ways, and the net movement simply falls to zero.",none — found in file
LAUNCH,W4,SCI_L_W4L1_Diffusion_Introduce.html,WRONG,both,"slide data-type=""independent"", .lword WORD HELP, lw-term ""concentration gradient"" — and the same string in the printpack WORD HELP box",the difference between a crowded area and an empty one,"The WORD HELP bridge for concentration gradient defines the low-concentration side as ""empty"". A gradient runs between a higher and a LOWER concentration; the low side is not empty, and in every context this week (alveolar air vs blood, perfume across a room) it demonstrably is not.","Cross-check 3: bridges must be scientifically faithful. ""Empty"" builds the standard misconception that diffusion runs until one side has none left and then stops, which is precisely the misconception the W4L1 Starter commit device is designed to expose (""Still moving, both ways""). It also breaks the W4L2 application: oxygen still diffuses into blood that already contains oxygen. The FORMAL term stays dominant and hidden-until-asked, so that half of the check passes; only the wording of the bridge is wrong.",medium,MECHANICAL-FIX,the difference between a more crowded area and a less crowded one,none — found in file
LAUNCH,W4,SCI_L_W4L2_Diffusion_Lungs_Explore.html,WRONG,both,"slide data-type=""independent"", .lword WORD HELP, lw-term ""concentration gradient"" — and the same string in the printpack WORD HELP box",the difference between a crowded area and an empty one,"Same defective bridge carried into W4L2, where it does direct damage: this lesson's whole argument is that blood flow keeps a gradient steep between alveolar air and blood that already contains oxygen. ""Empty"" contradicts that.","Cross-check 3. The We Do hinge answer here is ""It maintains a steep concentration gradient"" and the lab result reads ""Fresh blood carries oxygen away, which keeps the gradient steep"" — both require the low-concentration side to be lower, not empty. Fix must be applied identically in L1 and L2 so the bridge stays consistent across the week.",medium,MECHANICAL-FIX,the difference between a more crowded area and a less crowded one,none — found in file
LAUNCH,W4,SCI_L_W4L1_Diffusion_Introduce.html,OVER-PITCHED,screen,"slide data-type=""wedo"" (We Do 2), #sclab-W4L1 → scTest() completion message written to #sc-note when all three factors are tested",Every exchange surface in Biology is built around these three.,"The three factors the lab actually tests are concentration difference, temperature and distance. Claiming every biological exchange surface is ""built around these three"" is an overclaim: no exchange surface is an adaptation for temperature (organisms do not adapt a surface to raise its own temperature), and the factor exchange surfaces genuinely ARE built around — surface area — is in the rate formula (scRate multiplies by `a`) but is never one of the three tested buttons.","The generalisation is not supportable from the evidence the pupil has just frozen, and it is the sentence W4L2 then builds on. W4L2's own lab correctly names the real set (surface area, short path, steep gradient). Aligning L1's closing claim to that set keeps the week internally consistent and keeps the LAUNCH rule (""the explanation is earned by evidence"") honest.",low,ONE-LINE-REWORD,Exchange surfaces in Biology are built to keep the gradient steep and the distance short.,none — found in file
LAUNCH,W4,SCI_L_W4L1_Diffusion_Introduce.html,AMBIGUOUS,screen,"slide data-type=""independent"", .grid3 .route.h (Stretch route heading)",★ Explain how two factors work. Say what particles do. Particles move at random. Net movement is not the same.,"""Net movement is not the same."" has no complement — not the same as what? The print pack states the same task unambiguously (""★ Explain two factors mechanistically and distinguish random from net movement.""), so the screen surface is the weaker one and the two surfaces do not carry the same instruction.",Cross-check on SCREEN vs PRINT parity. The distinction between random particle motion and net movement is the single hardest idea in W4L1 and the one the Stretch tier exists to secure; an unfinished comparative sentence on the projected surface is exactly where a SEND reader loses it. Adding the two missing words restores parity without changing pitch or sentence count.,low,ONE-LINE-REWORD,★ Explain how two factors work. Say what particles do. Particles move at random. Net movement is not the same as random movement.,none — found in file
LAUNCH,W4,SCI_L_W4L1_Diffusion_Introduce.html,AMBIGUOUS,teacher-doc,"printpack → #print-witness Assessor Witness Statement → ""Observed in this lesson"", third checkbox",☐ Applied diffusion to gas exchange in the alveoli.,"The assessor is asked to record an outcome this lesson deliberately does not deliver. The I Do 2 reasoning step in the same file reads: ""Connect one factor to alveoli but save full gas exchange for Explore."" Gas exchange in the alveoli is W4L2's learning objective, not W4L1's; W4L1's objective is ""explain diffusion as net movement down a concentration gradient and identify factors affecting rate"".",Cross-check 8: teacher docs must contradict no lesson. As written the witness statement either goes permanently unticked or pushes staff to teach ahead of the sequence and duplicate W4L2. The proposed wording matches what the lesson actually asks for and stays inside the L1 objective.,low,PROPOSED,☐ Connected one rate factor to the alveoli.,none — found in file
LAUNCH,W4,SCI_L_W4L3_Diffusion_Explanation_Do.html,AMBIGUOUS,teacher-doc,"printpack → #print-witness Assessor Witness Statement → ""Observed in this lesson"", second checkbox",☐ Matched the number of points to the marks.,"Nothing in W4L3 teaches, models or asks for mark-to-point matching. The command-word decoder covers DESCRIBE / EXPLAIN / CALCULATE / COMPARE only; no question in the lesson carries a mark tariff; and the I Do 2 step in the same file states ""Model answers show precision and shape, not grades."" The success criteria are command-word response, cause-and-effect, and transfer — none of them is mark counting.","Cross-check 8. An assessor checkbox that no part of the lesson generates evidence for is unusable, and here it also pulls against the lesson's stated stance on grades. The replacement records the skill the lesson does build and that the Explanation chain lab actually evidences.",low,PROPOSED,☐ Chose the answer shape the command word demanded.,none — found in file
LAUNCH,W4,SCI_L_W4L3_Diffusion_Explanation_Do.html,AMBIGUOUS,screen,"slide data-type=""arrival"", the .note directly beneath the three tier panels — byte-identical string also present in SCI_L_W4L1 and SCI_L_W4L2","R1 is last lesson, R2 is the previous week, R3 is older material, and the lead-in opens today without teaching today’s concept.","The note does not describe the questions it sits under. In W4L3 the R2 badge is literally labelled ""Week 4 · lesson 1"" — the SAME week, not ""the previous week"" — and R3 is labelled ""Week 3"", which IS the previous week rather than ""older material"". In W4L1 and W4L2 the same note sits over an R2 and an R3 that are BOTH badged ""Week 3"", so ""R3 is older material"" is untrue there too.","Not a science error, but a teacher-facing structural claim that contradicts the visible badges on the same slide, in all three W4 files. The retrieval ladders themselves are correct — W4L2 R1 retrieves W4L1, W4L3 R1 retrieves W4L2 and R2 retrieves W4L1, with no re-elicitation of baseline — so the fix is to the note, not to the questions.",low,ONE-LINE-REWORD,"R1 is last lesson, R2 and R3 reach further back, and the lead-in opens today without teaching today’s concept.",Retrieval check applied to LAUNCH: the ladders pass; only the descriptive note fails
