pathway,file,slide,tier,surface,qnum,stem,encoded_answer,verdict,disposition
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,exit,Stretch,screen,,Increasing magnification does not always reveal more detail. Explain why.,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,exit,,screen,,Name the lens you look through.,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,exit,,screen,,State the difference between magnification and resolution.,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,exit,,screen,,Increasing magnification does not always reveal more detail. Explain why.,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,Supported,print,,◆ Label the microscope and match BIGGER / CLEARER.,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,Standard,print,,"▲ Label, calculate three lens combinations and annotate a cell observation.",,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,Stretch,print,,★ Compare light/electron microscopy in terms of magnification and resolution.,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,Name: _______________________________ Date: ______________________,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,"New to this class, or not sure? Everything you need is in the box above — read it, then answer.",,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,Learning objective: I can distinguish magnification from resolution and explain how a light microscope produces a useful cell image.,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,Arrival — what you already know: Weeks 1 and 2 were baseline. There is no previous lesson to recall — this is where the teaching starts.,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,R1 · What you already know: Name one thing too small to see clearly with just your eyes.,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,R2 · What you already know: A magnifying glass makes things look bigger. Does bigger always mean you can see more detail?,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,R3 · What you already know: Why do things look blurred when you bring them too close to your eyes?,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,"Lead-in · Into today: A microscope has two lenses, not one. Why do you think it needs both?",,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,◆ Label the microscope and match BIGGER / CLEARER.,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,"▲ Label, calculate three lens combinations and annotate a cell observation.",,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,★ Compare light/electron microscopy in terms of magnification and resolution.,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,Labelled observation/drawing + total magnification + pupil explanation of magnification versus resolution.,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,Supported: Name the lens you look through.,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,Standard: State the difference between magnification and resolution.,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,Stretch: Increasing magnification does not always reveal more detail. Explain why.,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,Adult genuinely receives the response. No signature/initial is required.,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,"Closing the loop: this one ends on paper — your own hand, or your words scribed by an adult. Saying it aloud starts the loop; writing it is what closes it. Pass is always allowed.",,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,"What I said, and what it changed:",,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,"Pearson Edexcel GCSE (9–1) Biology 1BI0 (Foundation, grades 1–5); GCSE Combined Science 1SC0 F where appropriate; AQA UAS science units Records what was observed, and at which level of independence.",,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,Observed in this lesson,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,☐ Named the eyepiece and objective lenses.,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,☐ Distinguished magnification from resolution.,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,☐ Produced a labelled drawing with the magnification recorded.,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,Assessor comment,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,Ring the tier the pupil actually worked at,,CORRECT,
LAUNCH,SCI_L_W3L1_Microscopy_Introduce.html,print,,print,,Assessor name ______________ Role ____________ Signature ______________ Date ________,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Supported,screen,,Point to the eyepiece on the microscope diagram.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Supported,screen,,Which is longer: 1 millimetre or 1 centimetre? Point to the longer one.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Supported,screen,,"Say or point: if something is 10 times bigger, is it larger or smaller?",,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Supported,screen,,Look at the drawing and the real cell. Point to the bigger one.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Standard,screen,,Last lesson you separated magnification from resolution. Say what each one means.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Standard,screen,,How many millimetres are there in one centimetre?,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Standard,screen,,"If a picture is 10 times bigger than the real object, how do you get back to the real size?",,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Standard,screen,,A drawn cell is far bigger than the real one. How could we work out how much bigger?,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Stretch,screen,,Last lesson: a bigger image is not automatically more useful. Explain why.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Stretch,screen,,Why does a calculation go wrong if two measurements are in different units?,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Stretch,screen,,"Name the operation that undoes multiplying, and say when you would need it here.",,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,Stretch,screen,,You have a drawing and the real size. Predict which calculation gives magnification.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,,screen,,Point to the eyepiece on the microscope diagram.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,,screen,,Which is longer: 1 millimetre or 1 centimetre? Point to the longer one.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,,screen,,"Say or point: if something is 10 times bigger, is it larger or smaller?",,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,,screen,,Look at the drawing and the real cell. Point to the bigger one.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,,screen,,Last lesson you separated magnification from resolution. Say what each one means.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,,screen,,How many millimetres are there in one centimetre?,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,,screen,,"If a picture is 10 times bigger than the real object, how do you get back to the real size?",,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,,screen,,A drawn cell is far bigger than the real one. How could we work out how much bigger?,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,,screen,,Last lesson: a bigger image is not automatically more useful. Explain why.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,,screen,,Why does a calculation go wrong if two measurements are in different units?,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,,screen,,"Name the operation that undoes multiplying, and say when you would need it here.",,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,arrival,,screen,,You have a drawing and the real size. Predict which calculation gives magnification.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,starter,,screen,,A cell image is 40 mm across but the real cell is 0.10 mm. How can one number describe how much bigger the image is?,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,independent,,screen,,Work through the mixed magnification problems. Some ask for actual size. Some ask for image size. Use the calculation lab. Then pick one answer. Explain your conversion. Or how you rearranged.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,independent,,screen,,◆ Do six calculations. Keep the equation visible. Keep the conversion ladder visible. 🧰 Scaffold Keep the formula in view. Keep the mm↔µm ladder too. Fade: remove the first prompt that no longer changes success.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,independent,,screen,,▲ Do eight mixed calculations. Some need a conversion. Some need rearranging. 🧰 Scaffold Find the unknown. Highlight it. Then rearrange. Fade: remove the first prompt that no longer changes success.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,independent,,screen,,★ Do the mixed calculations. Add a small lens/image data table. 🧰 Scaffold Check it looks right. An enlarged image is bigger. Magnification is usually > ×1. Fade: remove the first prompt that no longer changes success.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,exit,Supported,screen,,Does magnification have a unit?,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,exit,Standard,screen,,Rearrange the equation for actual size.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,exit,Stretch,screen,,Explain why mixed mm/µm units must be converted first.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,exit,,screen,,Does magnification have a unit?,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,exit,,screen,,Rearrange the equation for actual size.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,exit,,screen,,Explain why mixed mm/µm units must be converted first.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,Supported,print,,◆ Six calculations with equation/conversion ladder visible.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,Standard,print,,▲ Eight mixed calculations including conversions and rearrangement.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,Stretch,print,,★ Mixed calculations plus a small lens/image data table.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,Name: _______________________________ Date: ______________________,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,"Not here last lesson? Everything you need is in the box above — read it, then answer.",,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,"Learning objective: I can calculate magnification, image size and actual size using consistent units.",,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,Retrieval: W3L1 magnification/resolution and lens combinations. Total magnification = eyepiece × objective.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,R1 · Last lesson: Last lesson you separated magnification from resolution. Say what each one means.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,R2 · What you already know: How many millimetres are there in one centimetre?,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,"R3 · What you already know: If a picture is 10 times bigger than the real object, how do you get back to the real size?",,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,Lead-in · Into today: A drawn cell is far bigger than the real one. How could we work out how much bigger?,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,◆ Six calculations with equation/conversion ladder visible.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,▲ Eight mixed calculations including conversions and rearrangement.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,★ Mixed calculations plus a small lens/image data table.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,GCSE-style four-line workings + correct unit handling + one explained correction.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,Supported: Does magnification have a unit?,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,Standard: Rearrange the equation for actual size.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,Stretch: Explain why mixed mm/µm units must be converted first.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,Adult genuinely receives the response. No signature/initial is required.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,"Closing the loop: this one ends on paper — your own hand, or your words scribed by an adult. Saying it aloud starts the loop; writing it is what closes it. Pass is always allowed.",,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,"What I said, and what it changed:",,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,"Pearson Edexcel GCSE (9–1) Biology 1BI0 (Foundation, grades 1–5); GCSE Combined Science 1SC0 F where appropriate; AQA UAS science units Records what was observed, and at which level of independence.",,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,Observed in this lesson,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,☐ Stated and rearranged the magnification equation.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,☐ Converted correctly between mm and µm.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,☐ Calculated total magnification from two lenses.,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,Assessor comment,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,Ring the tier the pupil actually worked at,,CORRECT,
LAUNCH,SCI_L_W3L2_Calculating_Magnification_Explore.html,print,,print,,Assessor name ______________ Role ____________ Signature ______________ Date ________,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Supported,screen,,Point to the magnification formula on the card.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Supported,screen,,Say which lens you look through.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Supported,screen,,Point to the millimetre marks on a ruler.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Supported,screen,,You will solve problems on your own today. Point to the first question.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Standard,screen,,Last lesson you calculated magnification. Say what you divide by what.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Standard,screen,,What is the difference between magnification and resolution?,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Standard,screen,,How many micrometres are there in one millimetre?,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Standard,screen,,Today you work independently. What would make your method clear to someone reading it?,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Stretch,screen,,Last lesson: explain why the units must match before you divide.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Stretch,screen,,"Past a microscope's resolution, more magnification adds no new detail. Explain why.",,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Stretch,screen,,Explain why cell sizes are usually quoted in micrometres rather than millimetres.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,Stretch,screen,,An answer with the right number but no method loses more than marks. Say what it loses scientifically.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,,screen,,Point to the magnification formula on the card.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,,screen,,Say which lens you look through.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,,screen,,Point to the millimetre marks on a ruler.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,,screen,,You will solve problems on your own today. Point to the first question.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,,screen,,Last lesson you calculated magnification. Say what you divide by what.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,,screen,,What is the difference between magnification and resolution?,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,,screen,,How many micrometres are there in one millimetre?,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,,screen,,Today you work independently. What would make your method clear to someone reading it?,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,,screen,,Last lesson: explain why the units must match before you divide.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,,screen,,"Past a microscope's resolution, more magnification adds no new detail. Explain why.",,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,,screen,,Explain why cell sizes are usually quoted in micrometres rather than millimetres.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,arrival,,screen,,An answer with the right number but no method loses more than marks. Say what it loses scientifically.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,starter,,screen,,An exam answer says ‘400 mm’ for magnification. The arithmetic is correct. Why can the answer still lose the mark?,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,independent,,screen,,Do a short set of mixed exam questions. One uses a measured image. Now check one answer. Check it yourself. Make one clear correction. Show it to an adult. Say why you changed it.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,independent,,screen,,◆ Do five questions. Use the formula prompts. Use the conversion prompts. 🧰 Scaffold Equation → units → substitute → answer. Fade: remove the first prompt that no longer changes success.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,independent,,screen,,▲ Do seven mixed questions. One is a measured-image task. 🧰 Scaffold Check the command word. Then highlight the data. Fade: remove the first prompt that no longer changes success.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,independent,,screen,,★ Do seven questions. Some use a new context. Find your errors. Then explain them. 🧰 Scaffold Use estimation where it helps. Use significant figures too. Fade: remove the first prompt that no longer changes success.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,exit,Supported,screen,,What is the first check before calculating?,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,exit,Standard,screen,,Why is ×400 correct but 400 mm not?,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,exit,Stretch,screen,,How can you check if a calculated actual size is plausible?,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,exit,,screen,,What is the first check before calculating?,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,exit,,screen,,Why is ×400 correct but 400 mm not?,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,exit,,screen,,How can you check if a calculated actual size is plausible?,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,Supported,print,,◆ Five questions with formula and conversion prompts.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,Standard,print,,▲ Seven mixed questions including measured-image task.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,Stretch,print,,★ Seven questions plus unfamiliar context and error analysis.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,Name: _______________________________ Date: ______________________,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,"Not here last lesson? Everything you need is in the box above — read it, then answer.",,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,Learning objective: I can independently solve and check GCSE magnification problems and communicate my method clearly.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,"Retrieval: W3L2 equation, rearrangement and conversions. Magnification = image size ÷ actual size.",,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,R1 · Last lesson: Last lesson you calculated magnification. Say what you divide by what.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,R2 · Week 3 · lesson 1: What is the difference between magnification and resolution?,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,R3 · Week 3 again — declared: How many micrometres are there in one millimetre?,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,Lead-in · Into today: Today you work independently. What would make your method clear to someone reading it?,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,◆ Five questions with formula and conversion prompts.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,▲ Seven mixed questions including measured-image task.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,★ Seven questions plus unfamiliar context and error analysis.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,Independent set + visible correction/re-attempt + adult-received explanation.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,Supported: What is the first check before calculating?,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,Standard: Why is ×400 correct but 400 mm not?,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,Stretch: How can you check if a calculated actual size is plausible?,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,Adult genuinely receives the response. No signature/initial is required.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,"Closing the loop: this one ends on paper — your own hand, or your words scribed by an adult. Saying it aloud starts the loop; writing it is what closes it. Pass is always allowed.",,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,"What I said, and what it changed:",,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,"Pearson Edexcel GCSE (9–1) Biology 1BI0 (Foundation, grades 1–5); GCSE Combined Science 1SC0 F where appropriate; AQA UAS science units Records what was observed, and at which level of independence.",,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,Observed in this lesson,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,☐ Read the command word and answered to it.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,☐ Showed four-line working on a calculation.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,☐ Checked the unit (or no unit for magnification) before finishing.,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,Assessor comment,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,Ring the tier the pupil actually worked at,,CORRECT,
LAUNCH,SCI_L_W3L3_Magnification_Lab_Do.html,print,,print,,Assessor name ______________ Role ____________ Signature ______________ Date ________,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,Supported,screen,,Point to the units you wrote in your answer.,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,Supported,screen,,Say which lens is closest to the specimen.,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,Supported,screen,,Point to something you could only see with a microscope.,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,Supported,screen,,Someone opens perfume at the front. Point to where you would smell it first.,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,Standard,screen,,Last lesson you solved magnification problems. Why did the units have to match?,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,Standard,screen,,Week 3: what is the difference between magnification and resolution?,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,Standard,screen,,Week 3: why do we measure cells in micrometres?,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,Standard,screen,,Perfume opened at the front of the room reaches the back with nobody fanning it. How?,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,Stretch,screen,,Last lesson: explain how you checked whether your answer was sensible.,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,Stretch,screen,,Week 3: a light microscope has a limit. Explain why magnification cannot get past it.,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,Stretch,screen,,Week 3: cells are small. Say why that matters for how substances get in and out.,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,Stretch,screen,,"Particles move randomly in all directions, yet the smell spreads one way overall. Explain how both can be true.",,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,,screen,,Point to the units you wrote in your answer.,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,,screen,,Say which lens is closest to the specimen.,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,,screen,,Point to something you could only see with a microscope.,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,,screen,,Someone opens perfume at the front. Point to where you would smell it first.,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,,screen,,Last lesson you solved magnification problems. Why did the units have to match?,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,,screen,,Week 3: what is the difference between magnification and resolution?,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,,screen,,Week 3: why do we measure cells in micrometres?,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,,screen,,Perfume opened at the front of the room reaches the back with nobody fanning it. How?,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,,screen,,Last lesson: explain how you checked whether your answer was sensible.,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,,screen,,Week 3: a light microscope has a limit. Explain why magnification cannot get past it.,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,,screen,,Week 3: cells are small. Say why that matters for how substances get in and out.,,CORRECT,
LAUNCH,SCI_L_W4L1_Diffusion_Introduce.html,arrival,,screen,,"Particles move randomly in all directions, yet the smell spreads one way overall. Explain how both can be true.",,CORRECT,
