file,slide,tier,surface,fk,inband,stem
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Supported,screen,0.1,False,Say the one thing we change in a fair test.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Supported,screen,0.5,False,Look at the Moon pictures. Point to the fullest one.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Standard,screen,2.5,False,Last lesson you built a Solar System model. Name one thing it showed well and one it could not show.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Standard,screen,3.7,True,Week 6: what holds the planets on their orbits around the Sun?
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Standard,screen,6.4,True,Week 5: why do we repeat measurements?
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Standard,screen,2.3,False,The Moon looks a different shape each week. Does the Moon itself really change?
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Stretch,screen,5.9,True,Last lesson: explain how you decided what your model was allowed to get wrong.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Stretch,screen,10.7,False,Week 6: explain how movement and gravity together produce an orbit.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Stretch,screen,5.8,True,Week 5: explain how you would check an observation you could not repeat.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Stretch,screen,1.5,False,The Sun always lights half the Moon. So why do we see different shapes?
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,,screen,3.7,True,Point to the part of your model that was accurate.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,,screen,0.5,False,Point to Earth in the picture.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,,screen,0.1,False,Say the one thing we change in a fair test.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,,screen,0.5,False,Look at the Moon pictures. Point to the fullest one.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,,screen,2.5,False,Last lesson you built a Solar System model. Name one thing it showed well and one it could not show.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,,screen,3.7,True,Week 6: what holds the planets on their orbits around the Sun?
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,,screen,6.4,True,Week 5: why do we repeat measurements?
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,,screen,2.3,False,The Moon looks a different shape each week. Does the Moon itself really change?
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,,screen,5.9,True,Last lesson: explain how you decided what your model was allowed to get wrong.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,,screen,10.7,False,Week 6: explain how movement and gravity together produce an orbit.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,,screen,5.8,True,Week 5: explain how you would check an observation you could not repeat.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,,screen,1.5,False,The Sun always lights half the Moon. So why do we see different shapes?
GROW__SCI_G_W7A_The_Moon_Explore.html,starter,,screen,4.7,True,"Look at four Moon pictures: crescent, half, full, almost invisible. What might be changing? You do not need the answer yet — choose a hypothesis."
GROW__SCI_G_W7A_The_Moon_Explore.html,independent,,screen,4.3,True,Make or sequence a four-position phase strip or wheel. Do this for each position: SUNLIGHT DIRECTION → LIT HALF → WHAT WE SEE FROM EARTH. Then write one sentenc
GROW__SCI_G_W7A_The_Moon_Explore.html,independent,,screen,2.5,False,◆ Match the four labelled phases. Put each one in its position. Follow the printed sunlight arrow. 🧰 Open scaffold Start with NEW · QUARTER · FULL · QUARTER onl
GROW__SCI_G_W7A_The_Moon_Explore.html,independent,,screen,2.1,False,▲ Put the phases in order. Then explain one phase. Use reflected-light words in your answer. 🧰 Open scaffold Stem: ‘The Moon looks ___ tonight. This is because 
GROW__SCI_G_W7A_The_Moon_Explore.html,independent,,screen,4.4,True,★ An eclipse is not part of the normal phase cycle. Say why this is so. Then critique one limit of the model. 🧰 Open scaffold Talk about the observer and the vi
GROW__SCI_G_W7A_The_Moon_Explore.html,exit,Supported,screen,2.3,False,Does the Moon make its own visible light?
GROW__SCI_G_W7A_The_Moon_Explore.html,exit,Standard,screen,3.7,True,Explain why the Moon appears to change shape during the month.
GROW__SCI_G_W7A_The_Moon_Explore.html,exit,Stretch,screen,3.7,True,Explain why normal phases are not caused by Earth’s shadow.
GROW__SCI_G_W7A_The_Moon_Explore.html,exit,,screen,2.3,False,Does the Moon make its own visible light?
GROW__SCI_G_W7A_The_Moon_Explore.html,exit,,screen,3.7,True,Explain why the Moon appears to change shape during the month.
GROW__SCI_G_W7A_The_Moon_Explore.html,exit,,screen,3.7,True,Explain why normal phases are not caused by Earth’s shadow.
GROW__SCI_G_W7A_The_Moon_Explore.html,print,Supported,print,5.3,True,Supported independent route ◆ Match four labelled phases to positions and follow a printed sunlight arrow. Scaffold Use only NEW · QUARTER · FULL · QUARTER firs
GROW__SCI_G_W7A_The_Moon_Explore.html,print,Standard,print,4.9,True,Standard independent route ▲ Sequence phases and explain one using reflected-light language. Scaffold Stem: ‘The Moon looks ___ because we can see ___ of the ha
GROW__SCI_G_W7A_The_Moon_Explore.html,print,Stretch,print,12.7,False,Stretch independent route ★ Explain why an eclipse is not part of the normal phase cycle and critique one model limitation. Scaffold Use observer/viewing-angle 
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,6.8,True,◆ Match four labelled phases to positions and follow a printed sunlight arrow.
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,2.9,False,Use only NEW · QUARTER · FULL · QUARTER first; add crescents after the core idea is secure. Stem: ‘The Moon looks ___ because we can see ___ of the half lit by 
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,9.7,False,▲ Sequence phases and explain one using reflected-light language.
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,-0.7,False,Stem: ‘The Moon looks ___ because we can see ___ of the half lit by the Sun.’
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,9.8,False,★ Explain why an eclipse is not part of the normal phase cycle and critique one model limitation.
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,16.8,False,Use observer/viewing-angle language and explicitly compare eclipse geometry.
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,7.7,False,What this model helps us see: It shows that the lit half always faces the Sun while the part we can see changes. What this model does not show: It leaves out th
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,9.8,False,WORD HELP phase — the shape of the Moon we can see orbit — the path one object takes around another observer — the person looking
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,9.2,False,ONE closure line after an adult has genuinely received the response and given one next step: Next I will _______________________________________________________
GROW__SCI_G_W7A_The_Moon_Explore.html,print,,print,3.6,True,"GROW written close — the pupil writes this line: “What I said, and what it changed:” ________________________________________________________________ __________"
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Supported,screen,0.5,False,Point to the Full Moon picture.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Supported,screen,0.6,False,Point to the Sun in the model.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Supported,screen,2.9,False,Point to something that turns.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Supported,screen,-1.1,False,We make the phases with a ball and a lamp. Point to the lamp.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Standard,screen,2.3,False,Last lesson you explained why the Moon seems to change shape. What is really changing?
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Standard,screen,5.0,True,Week 6: what keeps the planets travelling around the Sun?
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Standard,screen,3.7,True,Week 4: what does a mechanism change about a force?
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Standard,screen,1.5,False,Today you make the phases appear on command. What will the lamp stand for?
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Stretch,screen,5.5,True,Last lesson: explain why the lit half of the Moon stays the same even though our view does not.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Stretch,screen,9.1,False,Week 6: explain why an orbit needs motion and gravity acting together.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Stretch,screen,5.0,True,Week 4: explain what a model of a mechanism can show and what it hides.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,Stretch,screen,3.0,True,A phase and an eclipse look related but are not the same. What must your model separate?
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,,screen,0.5,False,Point to the Full Moon picture.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,,screen,0.6,False,Point to the Sun in the model.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,,screen,2.9,False,Point to something that turns.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,,screen,-1.1,False,We make the phases with a ball and a lamp. Point to the lamp.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,,screen,2.3,False,Last lesson you explained why the Moon seems to change shape. What is really changing?
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,,screen,5.0,True,Week 6: what keeps the planets travelling around the Sun?
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,,screen,3.7,True,Week 4: what does a mechanism change about a force?
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,,screen,1.5,False,Today you make the phases appear on command. What will the lamp stand for?
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,,screen,5.5,True,Last lesson: explain why the lit half of the Moon stays the same even though our view does not.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,,screen,9.1,False,Week 6: explain why an orbit needs motion and gravity acting together.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,,screen,5.0,True,Week 4: explain what a model of a mechanism can show and what it hides.
GROW__SCI_G_W7B_The_Moon_Do.html,arrival,,screen,3.0,True,A phase and an eclipse look related but are not the same. What must your model separate?
GROW__SCI_G_W7B_The_Moon_Do.html,starter,,screen,4.3,True,Predict what the observer will see when the Moon is between Earth and the Sun in our model. Commit before the light/ball moves.
GROW__SCI_G_W7B_The_Moon_Do.html,independent,,screen,2.4,False,Work in pairs or in a group set by your teacher. Run the torch-and-ball model. Stop at four positions. Sketch or choose what the observer sees. Then build or la
GROW__SCI_G_W7B_The_Moon_Do.html,independent,,screen,3.3,True,◆ Use the four-position wheel. The sunlight arrow is printed for you. Match what the observer sees. 🧰 Open scaffold An adult can hold the torch if needed. The p
GROW__SCI_G_W7B_The_Moon_Do.html,independent,,screen,4.1,True,▲ Build and label the wheel. Then explain why the shape we see changes. 🧰 Open scaffold Reasoning frame: light source → Moon position → visible part → phase. Wo
GROW__SCI_G_W7B_The_Moon_Do.html,independent,,screen,5.0,True,★ Compare a phase with an eclipse. Then evaluate one limit of the physical model. 🧰 Open scaffold Name one geometrical feature the model shows well. Then name o
GROW__SCI_G_W7B_The_Moon_Do.html,exit,Supported,screen,2.5,False,"How long does the Moon take to orbit Earth, roughly?"
GROW__SCI_G_W7B_The_Moon_Do.html,exit,Standard,screen,2.3,False,Use the model to explain one Moon phase.
GROW__SCI_G_W7B_The_Moon_Do.html,exit,Stretch,screen,9.8,False,Explain why an eclipse is different from the normal phase cycle and name one model limitation.
GROW__SCI_G_W7B_The_Moon_Do.html,exit,,screen,2.5,False,"How long does the Moon take to orbit Earth, roughly?"
GROW__SCI_G_W7B_The_Moon_Do.html,exit,,screen,2.3,False,Use the model to explain one Moon phase.
GROW__SCI_G_W7B_The_Moon_Do.html,exit,,screen,9.8,False,Explain why an eclipse is different from the normal phase cycle and name one model limitation.
GROW__SCI_G_W7B_The_Moon_Do.html,print,Supported,print,6.9,True,Supported independent route ◆ Use the four-position wheel. The sunlight arrow is already printed. Match what the observer sees. Scaffold Adult controls torch if
GROW__SCI_G_W7B_The_Moon_Do.html,print,Standard,print,8.3,False,Standard independent route ▲ Build/label the wheel and explain why the apparent shape changes. Scaffold Reasoning frame: light source → Moon position → visible 
GROW__SCI_G_W7B_The_Moon_Do.html,print,Stretch,print,11.8,False,Stretch independent route ★ Add an eclipse comparison and evaluate one limitation of the physical model. Scaffold Explain which geometrical feature the model ca
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,5.2,True,◆ Use the four-position wheel. The sunlight arrow is already printed. Match what the observer sees.
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,7.6,False,Adult controls torch if needed; pupil directs Moon position and chooses the matching view.
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,4.8,True,▲ Build/label the wheel and explain why the apparent shape changes.
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,7.6,False,Reasoning frame: light source → Moon position → visible part → phase.
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,12.7,False,★ Add an eclipse comparison and evaluate one limitation of the physical model.
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,9.1,False,Explain which geometrical feature the model captures well and which scale feature it does not.
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,8.4,False,What this model helps us see: It lets you produce each phase on demand and see the positions that cause it. What this model does not show: It leaves out the til
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,10.2,False,WORD HELP phase — the shape of the Moon we can see eclipse — one object blocking light to another model — something built to stand for the real thing
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,9.2,False,ONE closure line after an adult has genuinely received the response and given one next step: Next I will _______________________________________________________
GROW__SCI_G_W7B_The_Moon_Do.html,print,,print,3.6,True,"GROW written close — the pupil writes this line: “What I said, and what it changed:” ________________________________________________________________ __________"
